,Teamname,Tournament,Username
1114,Indianapolis AlleyCats,AUDL 2015,Rasmus H
1115,Indianapolis AlleyCats,AUDL 2017,Rick
1116,Indianapolis AlleyCats,AUDL 2018,Rick G
1117,Indianapolis AlleyCats,AUDL 2014,Rick G.
1118,Indianapolis AlleyCats,AUDL 2015,Ringwo C
1119,Indianapolis AlleyCats,AUDL 2016,Ringwo C
1120,Indianapolis AlleyCats,AUDL 2018,Robbie C
1121,Indianapolis AlleyCats,AUDL 2017,Sam
1122,Indianapolis AlleyCats,AUDL 2018,Sam S
1123,Indianapolis AlleyCats,AUDL 2015,Schwar A
1124,Indianapolis AlleyCats,AUDL 2016,Schwar A
1125,Indianapolis AlleyCats,AUDL 2016,Sohn S
1126,Indianapolis AlleyCats,AUDL 2017,Specs
1127,Indianapolis AlleyCats,AUDL 2014,Spence L
1128,Indianapolis AlleyCats,AUDL 2018,Spence L
1129,Indianapolis AlleyCats,AUDL 2017,Spencer
1130,Indianapolis AlleyCats,AUDL 2015,Steine C
1131,Indianapolis AlleyCats,AUDL 2016,Steine C
1132,Indianapolis AlleyCats,AUDL 2016,Steiner
1133,Indianapolis AlleyCats,AUDL 2018,Stephen
1134,Indianapolis AlleyCats,AUDL 2014,Steven H
1135,Indianapolis AlleyCats,AUDL 2014,Steven N
1136,Indianapolis AlleyCats,AUDL 2017,Taco
1137,Indianapolis AlleyCats,AUDL 2018,Terry G
1138,Indianapolis AlleyCats,AUDL 2014,Toine
1139,Indianapolis AlleyCats,AUDL 2015,Toine A
1140,Indianapolis AlleyCats,AUDL 2017,Travis
1141,Indianapolis AlleyCats,AUDL 2014,Travis C
1142,Indianapolis AlleyCats,AUDL 2018,Travis C
1143,Indianapolis AlleyCats,AUDL 2015,Vander B
1144,Indianapolis AlleyCats,AUDL 2015,Ventur B
1145,Indianapolis AlleyCats,AUDL 2017,Wally
1146,Indianapolis AlleyCats,AUDL 2017,Wenger
1147,Indianapolis AlleyCats,AUDL 2017,Will
1148,Indianapolis AlleyCats,AUDL 2014,Will D.
1149,Indianapolis AlleyCats,AUDL 2015,Yoder J
1150,Indianapolis AlleyCats,AUDL 2015,Young L
1151,Indianapolis AlleyCats,AUDL 2014,Zach
1152,Indianapolis AlleyCats,AUDL 2017,Zach
1153,Indianapolis AlleyCats,AUDL 2018,Zach Z
1154,Indianapolis AlleyCats,AUDL 2016,Zebart Z
1155,Jacksonville Cannons,AUDL 2016,Adams Br
1156,Jacksonville Cannons,AUDL 2016,Benites
1157,Jacksonville Cannons,AUDL 2015,Best J
1158,Jacksonville Cannons,AUDL 2015,Bode M
1159,Jacksonville Cannons,AUDL 2015,Brody J
1160,Jacksonville Cannons,AUDL 2016,Bullock
1161,Jacksonville Cannons,AUDL 2017,Bullock
1162,Jacksonville Cannons,AUDL 2015,Carlet A
1163,Jacksonville Cannons,AUDL 2015,Carlet B
1164,Jacksonville Cannons,AUDL 2016,Carleton
1165,Jacksonville Cannons,AUDL 2017,Carleton
1166,Jacksonville Cannons,AUDL 2017,Catron
1167,Jacksonville Cannons,AUDL 2015,Catron T
1168,Jacksonville Cannons,AUDL 2016,Catron T
1169,Jacksonville Cannons,AUDL 2016,Cava Ant
1170,Jacksonville Cannons,AUDL 2017,Chard
1171,Jacksonville Cannons,AUDL 2015,Chard R
1172,Jacksonville Cannons,AUDL 2016,Chard Ry
1173,Jacksonville Cannons,AUDL 2016,Clarke
1174,Jacksonville Cannons,AUDL 2017,Clarke
1175,Jacksonville Cannons,AUDL 2016,Conklin
1176,Jacksonville Cannons,AUDL 2017,Conklin
1177,Jacksonville Cannons,AUDL 2016,Dahl Jam
1178,Jacksonville Cannons,AUDL 2015,Egger B
1179,Jacksonville Cannons,AUDL 2016,Fairley
1180,Jacksonville Cannons,AUDL 2017,Fairley
1181,Jacksonville Cannons,AUDL 2017,Fioramon
1182,Jacksonville Cannons,AUDL 2015,Floyd Z
1183,Jacksonville Cannons,AUDL 2015,Freystae
1184,Jacksonville Cannons,AUDL 2016,Freystae
1185,Jacksonville Cannons,AUDL 2017,Freystae
1186,Jacksonville Cannons,AUDL 2016,Friedes
1187,Jacksonville Cannons,AUDL 2017,Gaines
1188,Jacksonville Cannons,AUDL 2015,Gaines A
1189,Jacksonville Cannons,AUDL 2017,Gibson
1190,Jacksonville Cannons,AUDL 2016,Gibson C
1191,Jacksonville Cannons,AUDL 2015,Grady E
1192,Jacksonville Cannons,AUDL 2015,Hanselma
1193,Jacksonville Cannons,AUDL 2015,Hickson
1194,Jacksonville Cannons,AUDL 2017,Hickson
1195,Jacksonville Cannons,AUDL 2015,Hunter N
1196,Jacksonville Cannons,AUDL 2016,Hunter N
1197,Jacksonville Cannons,AUDL 2017,Huston
1198,Jacksonville Cannons,AUDL 2015,Ierardi
1199,Jacksonville Cannons,AUDL 2016,Ierardi
1200,Jacksonville Cannons,AUDL 2017,Ierardi
1201,Jacksonville Cannons,AUDL 2015,Jakob D
1202,Jacksonville Cannons,AUDL 2017,Koerner
1203,Jacksonville Cannons,AUDL 2017,Kunsa
1204,Jacksonville Cannons,AUDL 2017,LaRocque
1205,Jacksonville Cannons,AUDL 2015,Langdon
1206,Jacksonville Cannons,AUDL 2017,Langdon
1207,Jacksonville Cannons,AUDL 2015,Larocque
1208,Jacksonville Cannons,AUDL 2016,Layton J
1209,Jacksonville Cannons,AUDL 2017,Ley
1210,Jacksonville Cannons,AUDL 2016,Ley Bobb
1211,Jacksonville Cannons,AUDL 2016,Manahan
1212,Jacksonville Cannons,AUDL 2015,McCall C
1213,Jacksonville Cannons,AUDL 2015,McKelvey
1214,Jacksonville Cannons,AUDL 2016,McKelvey
1215,Jacksonville Cannons,AUDL 2017,McKelvey
1216,Jacksonville Cannons,AUDL 2016,McKisic
1217,Jacksonville Cannons,AUDL 2017,McKisic
1218,Jacksonville Cannons,AUDL 2016,Mendelev
1219,Jacksonville Cannons,AUDL 2015,Mi Bode
1220,Jacksonville Cannons,AUDL 2016,OBrian
1221,Jacksonville Cannons,AUDL 2016,OBryan
1222,Jacksonville Cannons,AUDL 2015,Patterso
1223,Jacksonville Cannons,AUDL 2016,Patterso
1224,Jacksonville Cannons,AUDL 2017,Patterso
1225,Jacksonville Cannons,AUDL 2015,Perales
1226,Jacksonville Cannons,AUDL 2016,Perales
1227,Jacksonville Cannons,AUDL 2017,Perales
1228,Jacksonville Cannons,AUDL 2016,Petronio
1229,Jacksonville Cannons,AUDL 2017,Polk
1230,Jacksonville Cannons,AUDL 2015,Poulos
1231,Jacksonville Cannons,AUDL 2017,Poulos
1232,Jacksonville Cannons,AUDL 2016,Poulos S
1233,Jacksonville Cannons,AUDL 2016,Repasky
1234,Jacksonville Cannons,AUDL 2017,Repasky
1235,Jacksonville Cannons,AUDL 2015,Roca A
1236,Jacksonville Cannons,AUDL 2017,Roney
1237,Jacksonville Cannons,AUDL 2016,Roney An
1238,Jacksonville Cannons,AUDL 2016,Russell
1239,Jacksonville Cannons,AUDL 2017,Russell
1240,Jacksonville Cannons,AUDL 2017,Saffa
1241,Jacksonville Cannons,AUDL 2017,Schimmel
1242,Jacksonville Cannons,AUDL 2015,Seuntjen
1243,Jacksonville Cannons,AUDL 2016,Seuntjen
1244,Jacksonville Cannons,AUDL 2017,Seuntjen
1245,Jacksonville Cannons,AUDL 2015,Shepard
1246,Jacksonville Cannons,AUDL 2016,Shinners
1247,Jacksonville Cannons,AUDL 2015,Sullivan
1248,Jacksonville Cannons,AUDL 2016,Sullivan
1249,Jacksonville Cannons,AUDL 2017,Sullivan
1250,Jacksonville Cannons,AUDL 2015,Travagli
1251,Jacksonville Cannons,AUDL 2016,Travagli
1252,Jacksonville Cannons,AUDL 2017,Travagli
1253,Jacksonville Cannons,AUDL 2015,Van Brus
1254,Jacksonville Cannons,AUDL 2016,Van Brus
1255,Jacksonville Cannons,AUDL 2016,Voelpel
1256,Jacksonville Cannons,AUDL 2015,Walker J
1257,Jacksonville Cannons,AUDL 2016,Walker J
1258,Jacksonville Cannons,AUDL 2015,Wharton
1259,Los Angeles Aviators,AUDL 2015,Alexan N
1260,Los Angeles Aviators,AUDL 2016,Alexan N
1261,Los Angeles Aviators,AUDL 2018,Bacon
1262,Los Angeles Aviators,AUDL 2015,Bacon T
1263,Los Angeles Aviators,AUDL 2016,Bacon T
1264,Los Angeles Aviators,AUDL 2017,Barnett
1265,Los Angeles Aviators,AUDL 2018,Barnett
1266,Los Angeles Aviators,AUDL 2017,Bartholo
1267,Los Angeles Aviators,AUDL 2018,Bartholo
1268,Los Angeles Aviators,AUDL 2017,Beatty
1269,Los Angeles Aviators,AUDL 2018,Beatty
1270,Los Angeles Aviators,AUDL 2016,Beatty T
1271,Los Angeles Aviators,AUDL 2015,Bellin D
1272,Los Angeles Aviators,AUDL 2016,Bellin D
1273,Los Angeles Aviators,AUDL 2015,Boyd G
1274,Los Angeles Aviators,AUDL 2016,Boyd G
1275,Los Angeles Aviators,AUDL 2016,Bron A
1276,Los Angeles Aviators,AUDL 2018,Brooks
1277,Los Angeles Aviators,AUDL 2016,Brooks S
1278,Los Angeles Aviators,AUDL 2017,Brooks S
1279,Los Angeles Aviators,AUDL 2015,Carlis S
1280,Los Angeles Aviators,AUDL 2015,Carneg H
1281,Los Angeles Aviators,AUDL 2016,Carneg H
1282,Los Angeles Aviators,AUDL 2015,Chang S
1283,Los Angeles Aviators,AUDL 2015,Chiles I
1284,Los Angeles Aviators,AUDL 2018,Cohen
1285,Los Angeles Aviators,AUDL 2015,Corbet H
1286,Los Angeles Aviators,AUDL 2016,Corbet H
1287,Los Angeles Aviators,AUDL 2018,Doi
1288,Los Angeles Aviators,AUDL 2017,Doi T
1289,Los Angeles Aviators,AUDL 2018,Drum
1290,Los Angeles Aviators,AUDL 2017,Drum A
1291,Los Angeles Aviators,AUDL 2018,Eder
1292,Los Angeles Aviators,AUDL 2015,Elboge M
1293,Los Angeles Aviators,AUDL 2016,Elboge M
1294,Los Angeles Aviators,AUDL 2017,Elbogen
1295,Los Angeles Aviators,AUDL 2018,Elbogen
1296,Los Angeles Aviators,AUDL 2015,Evans S
1297,Los Angeles Aviators,AUDL 2016,Evans S
1298,Los Angeles Aviators,AUDL 2017,Ferguson
1299,Los Angeles Aviators,AUDL 2018,Ferguson
1300,Los Angeles Aviators,AUDL 2015,Forbes J
1301,Los Angeles Aviators,AUDL 2016,Friedm E
1302,Los Angeles Aviators,AUDL 2017,Friedman
1303,Los Angeles Aviators,AUDL 2018,Friedman
1304,Los Angeles Aviators,AUDL 2018,George
1305,Los Angeles Aviators,AUDL 2016,George B
1306,Los Angeles Aviators,AUDL 2017,George B
1307,Los Angeles Aviators,AUDL 2015,Husak G
1308,Los Angeles Aviators,AUDL 2016,Husak G
1309,Los Angeles Aviators,AUDL 2015,Johns C
1310,Los Angeles Aviators,AUDL 2017,Kiyoi
1311,Los Angeles Aviators,AUDL 2018,Kiyoi
1312,Los Angeles Aviators,AUDL 2016,Kiyoi M
1313,Los Angeles Aviators,AUDL 2016,Kohl A
1314,Los Angeles Aviators,AUDL 2017,Kohl A
1315,Los Angeles Aviators,AUDL 2016,Kohl J
1316,Los Angeles Aviators,AUDL 2018,Lai
1317,Los Angeles Aviators,AUDL 2015,Lai A
1318,Los Angeles Aviators,AUDL 2016,Lai A
1319,Los Angeles Aviators,AUDL 2017,Lai A
1320,Los Angeles Aviators,AUDL 2018,Lepore
1321,Los Angeles Aviators,AUDL 2015,Lissne E
1322,Los Angeles Aviators,AUDL 2016,Lissne E
1323,Los Angeles Aviators,AUDL 2017,Lissner
1324,Los Angeles Aviators,AUDL 2018,Lissner
1325,Los Angeles Aviators,AUDL 2016,Marsh J
1326,Los Angeles Aviators,AUDL 2018,Mazur
1327,Los Angeles Aviators,AUDL 2015,McCrae A
1328,Los Angeles Aviators,AUDL 2015,McDoug S
1329,Los Angeles Aviators,AUDL 2016,McDoug S
1330,Los Angeles Aviators,AUDL 2017,McDougal
1331,Los Angeles Aviators,AUDL 2018,Mcdougal
1332,Los Angeles Aviators,AUDL 2018,Mcrae
1333,Los Angeles Aviators,AUDL 2015,Melo E
1334,Los Angeles Aviators,AUDL 2017,Mort J
1335,Los Angeles Aviators,AUDL 2015,Nguyen B
1336,Los Angeles Aviators,AUDL 2016,Nguyen B
1337,Los Angeles Aviators,AUDL 2017,Nguyen B
1338,Los Angeles Aviators,AUDL 2015,Oettin D
1339,Los Angeles Aviators,AUDL 2018,Padula
1340,Los Angeles Aviators,AUDL 2016,Padula A
1341,Los Angeles Aviators,AUDL 2017,Padula A
1342,Los Angeles Aviators,AUDL 2015,Pebley A
1343,Los Angeles Aviators,AUDL 2016,Plasma S
1344,Los Angeles Aviators,AUDL 2017,Plasman
1345,Los Angeles Aviators,AUDL 2018,Plasman
1346,Los Angeles Aviators,AUDL 2018,Pritchar
1347,Los Angeles Aviators,AUDL 2018,Ransom
1348,Los Angeles Aviators,AUDL 2017,Ransom N
1349,Los Angeles Aviators,AUDL 2015,Schakn Z
1350,Los Angeles Aviators,AUDL 2016,Schakn Z
1351,Los Angeles Aviators,AUDL 2017,Schakner
1352,Los Angeles Aviators,AUDL 2018,Schakner
1353,Los Angeles Aviators,AUDL 2016,Severs B
1354,Los Angeles Aviators,AUDL 2017,Severson
1355,Los Angeles Aviators,AUDL 2018,Severson
1356,Los Angeles Aviators,AUDL 2015,Silver J
1357,Los Angeles Aviators,AUDL 2016,Silver J
1358,Los Angeles Aviators,AUDL 2018,Silverma
1359,Los Angeles Aviators,AUDL 2015,Smeltzer
1360,Los Angeles Aviators,AUDL 2016,Smith T
1361,Los Angeles Aviators,AUDL 2015,Steine M
1362,Los Angeles Aviators,AUDL 2016,Steine M
1363,Los Angeles Aviators,AUDL 2017,Steiner
1364,Los Angeles Aviators,AUDL 2015,Theodo Z
1365,Los Angeles Aviators,AUDL 2016,Theodo Z
1366,Los Angeles Aviators,AUDL 2017,Theodore
1367,Los Angeles Aviators,AUDL 2018,Theodore
1368,Los Angeles Aviators,AUDL 2017,Theologi
1369,Los Angeles Aviators,AUDL 2018,Theologi
1370,Los Angeles Aviators,AUDL 2017,Wang Kuo
1371,Los Angeles Aviators,AUDL 2015,Warden N
1372,Los Angeles Aviators,AUDL 2018,Weaver
1373,Los Angeles Aviators,AUDL 2017,Weaver A
1374,Los Angeles Aviators,AUDL 2016,Zhou P
1375,Madison Radicals,AUDL 2015,A Brown
1376,Madison Radicals,AUDL 2016,A Brown
1377,Madison Radicals,AUDL 2017,A Brown
1378,Madison Radicals,AUDL 2018,A Brown
1379,Madison Radicals,AUDL 2015,A Drews
1380,Madison Radicals,AUDL 2015,A Mesh
1381,Madison Radicals,AUDL 2014,Adam D
1382,Madison Radicals,AUDL 2014,Adrian R
1383,Madison Radicals,AUDL 2018,Akyuz
1384,Madison Radicals,AUDL 2016,Alexand
1385,Madison Radicals,AUDL 2014,Alexande
1386,Madison Radicals,AUDL 2014,Andrew B
1387,Madison Radicals,AUDL 2014,Andrew M
1388,Madison Radicals,AUDL 2014,Animal
1389,Madison Radicals,AUDL 2015,Animal
1390,Madison Radicals,AUDL 2016,Animal
1391,Madison Radicals,AUDL 2017,Animal
1392,Madison Radicals,AUDL 2018,Animal
1393,Madison Radicals,AUDL 2015,B Ever
1394,Madison Radicals,AUDL 2015,B Hart
1395,Madison Radicals,AUDL 2015,B Keren
1396,Madison Radicals,AUDL 2015,B Nelson
1397,Madison Radicals,AUDL 2015,B Taitt
1398,Madison Radicals,AUDL 2017,Barker
1399,Madison Radicals,AUDL 2014,Ben N
1400,Madison Radicals,AUDL 2014,Benjy K
1401,Madison Radicals,AUDL 2014,Bill E
1402,Madison Radicals,AUDL 2018,Bosscher
1403,Madison Radicals,AUDL 2014,Brian H
1404,Madison Radicals,AUDL 2014,Brown
1405,Madison Radicals,AUDL 2015,Buddy
1406,Madison Radicals,AUDL 2016,Buddy
1407,Madison Radicals,AUDL 2017,Buddy
1408,Madison Radicals,AUDL 2018,Buddy
1409,Madison Radicals,AUDL 2015,C Camp
1410,Madison Radicals,AUDL 2015,C Wilen
1411,Madison Radicals,AUDL 2016,Camp
1412,Madison Radicals,AUDL 2017,Camp
1413,Madison Radicals,AUDL 2018,Camp
1414,Madison Radicals,AUDL 2016,Coffin
1415,Madison Radicals,AUDL 2015,Cooli
1416,Madison Radicals,AUDL 2014,Coolidge
1417,Madison Radicals,AUDL 2016,Coolidge
1418,Madison Radicals,AUDL 2017,Coolidge
1419,Madison Radicals,AUDL 2018,Coolidge
1420,Madison Radicals,AUDL 2015,D Schlei
1421,Madison Radicals,AUDL 2015,D Wise
1422,Madison Radicals,AUDL 2018,DWiseman
1423,Madison Radicals,AUDL 2014,Dan R
1424,Madison Radicals,AUDL 2014,Dave W
1425,Madison Radicals,AUDL 2014,David S
1426,Madison Radicals,AUDL 2014,Davis W
1427,Madison Radicals,AUDL 2016,Debyl
1428,Madison Radicals,AUDL 2017,Debyl
1429,Madison Radicals,AUDL 2014,Dirty
1430,Madison Radicals,AUDL 2017,Dirty
1431,Madison Radicals,AUDL 2014,Drews
1432,Madison Radicals,AUDL 2016,Drews
1433,Madison Radicals,AUDL 2017,Drews
1434,Madison Radicals,AUDL 2018,Drews
1435,Madison Radicals,AUDL 2014,Everhart
1436,Madison Radicals,AUDL 2016,Everhart
1437,Madison Radicals,AUDL 2017,Everhart
1438,Madison Radicals,AUDL 2016,Froude
1439,Madison Radicals,AUDL 2016,Gallo
1440,Madison Radicals,AUDL 2014,Garner
1441,Madison Radicals,AUDL 2016,Garner
1442,Madison Radicals,AUDL 2014,Graffy
1443,Madison Radicals,AUDL 2016,Graffy
1444,Madison Radicals,AUDL 2017,Graffy
1445,Madison Radicals,AUDL 2018,Graffy
1446,Madison Radicals,AUDL 2018,Grandon
1447,Madison Radicals,AUDL 2014,Hart
1448,Madison Radicals,AUDL 2016,Hart
1449,Madison Radicals,AUDL 2017,Hart
1450,Madison Radicals,AUDL 2015,J Froude
1451,Madison Radicals,AUDL 2015,J Sculli
1452,Madison Radicals,AUDL 2015,J Spiro
1453,Madison Radicals,AUDL 2014,Jadon S
1454,Madison Radicals,AUDL 2014,Jdub
1455,Madison Radicals,AUDL 2016,Jdub
1456,Madison Radicals,AUDL 2017,Jdub
1457,Madison Radicals,AUDL 2018,Jdub
1458,Madison Radicals,AUDL 2017,Johnson
1459,Madison Radicals,AUDL 2018,Johnson
1460,Madison Radicals,AUDL 2014,Joshua W
1461,Madison Radicals,AUDL 2015,K Alex
1462,Madison Radicals,AUDL 2015,K Brown
1463,Madison Radicals,AUDL 2016,K Brown
1464,Madison Radicals,AUDL 2017,K Brown
1465,Madison Radicals,AUDL 2018,K Brown
1466,Madison Radicals,AUDL 2015,K Garner
1467,Madison Radicals,AUDL 2014,KBrown
1468,Madison Radicals,AUDL 2014,KPS
1469,Madison Radicals,AUDL 2015,KPS
1470,Madison Radicals,AUDL 2017,KPS
1471,Madison Radicals,AUDL 2018,KPS
1472,Madison Radicals,AUDL 2018,Kan
1473,Madison Radicals,AUDL 2014,Keith G
1474,Madison Radicals,AUDL 2017,Kelly
1475,Madison Radicals,AUDL 2018,Kelly
1476,Madison Radicals,AUDL 2014,Kelsen A
1477,Madison Radicals,AUDL 2014,Keren
1478,Madison Radicals,AUDL 2016,Keren
1479,Madison Radicals,AUDL 2017,Keren
1480,Madison Radicals,AUDL 2018,Keren
1481,Madison Radicals,AUDL 2014,Kevin B
1482,Madison Radicals,AUDL 2014,Kevin PS
1483,Madison Radicals,AUDL 2017,Knoche
1484,Madison Radicals,AUDL 2018,Knoche
1485,Madison Radicals,AUDL 2016,Kps
1486,Madison Radicals,AUDL 2017,Luo
1487,Madison Radicals,AUDL 2018,Luo
1488,Madison Radicals,AUDL 2015,M Swain
1489,Madison Radicals,AUDL 2015,M Weber
1490,Madison Radicals,AUDL 2017,Marty
1491,Madison Radicals,AUDL 2018,Marty
1492,Madison Radicals,AUDL 2017,Maska
1493,Madison Radicals,AUDL 2017,Mason
1494,Madison Radicals,AUDL 2018,Mason
1495,Madison Radicals,AUDL 2014,Matt W
1496,Madison Radicals,AUDL 2018,Mawby
1497,Madison Radicals,AUDL 2014,Mesh
1498,Madison Radicals,AUDL 2016,Meshnick
1499,Madison Radicals,AUDL 2017,Meshnick
1500,Madison Radicals,AUDL 2018,Meshnick
1501,Madison Radicals,AUDL 2014,Meyer
1502,Madison Radicals,AUDL 2016,Meyer
1503,Madison Radicals,AUDL 2017,Meyer
1504,Madison Radicals,AUDL 2018,Meyer
1505,Madison Radicals,AUDL 2014,Mike S
1506,Madison Radicals,AUDL 2015,N Thib
1507,Madison Radicals,AUDL 2015,N Volk
1508,Madison Radicals,AUDL 2014,Nate T
1509,Madison Radicals,AUDL 2014,Nate V
1510,Madison Radicals,AUDL 2014,Nelson
1511,Madison Radicals,AUDL 2016,Nelson
1512,Madison Radicals,AUDL 2017,Nelson
1513,Madison Radicals,AUDL 2018,Nelson
1514,Madison Radicals,AUDL 2015,P Graffy
1515,Madison Radicals,AUDL 2015,P Shriwi
1516,Madison Radicals,AUDL 2014,Pat S
1517,Madison Radicals,AUDL 2014,Peter G
1518,Madison Radicals,AUDL 2018,Poole
1519,Madison Radicals,AUDL 2016,Pruess
1520,Madison Radicals,AUDL 2017,Pruess
1521,Madison Radicals,AUDL 2018,Pruess
1522,Madison Radicals,AUDL 2018,RWiseman
1523,Madison Radicals,AUDL 2014,Reif
1524,Madison Radicals,AUDL 2018,Repper
1525,Madison Radicals,AUDL 2014,Richgels
1526,Madison Radicals,AUDL 2016,Richgels
1527,Madison Radicals,AUDL 2017,Richgels
1528,Madison Radicals,AUDL 2018,Richgels
1529,Madison Radicals,AUDL 2015,S Meyer
1530,Madison Radicals,AUDL 2015,S Rich
1531,Madison Radicals,AUDL 2014,Schleich
1532,Madison Radicals,AUDL 2014,Scott R
1533,Madison Radicals,AUDL 2014,Scullion
1534,Madison Radicals,AUDL 2016,Scullion
1535,Madison Radicals,AUDL 2017,Scullion
1536,Madison Radicals,AUDL 2014,Seth M
1537,Madison Radicals,AUDL 2014,Shriwise
1538,Madison Radicals,AUDL 2016,Shriwise
1539,Madison Radicals,AUDL 2017,Shriwise
1540,Madison Radicals,AUDL 2018,Shriwise
1541,Madison Radicals,AUDL 2017,Spiro
1542,Madison Radicals,AUDL 2018,Spyro
1543,Madison Radicals,AUDL 2014,Swain
1544,Madison Radicals,AUDL 2016,Swain
1545,Madison Radicals,AUDL 2017,Swain
1546,Madison Radicals,AUDL 2015,T Debyl
1547,Madison Radicals,AUDL 2016,Thib
1548,Madison Radicals,AUDL 2017,Thib
1549,Madison Radicals,AUDL 2014,Thibedea
1550,Madison Radicals,AUDL 2014,Thomas C
1551,Madison Radicals,AUDL 2014,Tim D
1552,Madison Radicals,AUDL 2014,Tom A
1553,Madison Radicals,AUDL 2016,Tucker
1554,Madison Radicals,AUDL 2017,Tucker
1555,Madison Radicals,AUDL 2018,Tucker
1556,Madison Radicals,AUDL 2014,Volkman
1557,Madison Radicals,AUDL 2016,Volkman
1558,Madison Radicals,AUDL 2017,Warner
1559,Madison Radicals,AUDL 2014,Weber
1560,Madison Radicals,AUDL 2016,Weber
1561,Madison Radicals,AUDL 2017,Weber
1562,Madison Radicals,AUDL 2018,Weber
1563,Madison Radicals,AUDL 2016,Weigand
1564,Madison Radicals,AUDL 2018,Weigand
1565,Madison Radicals,AUDL 2014,Whitehea
1566,Madison Radicals,AUDL 2016,Wilen
1567,Madison Radicals,AUDL 2017,Wilen
1568,Madison Radicals,AUDL 2018,Wilen
1569,Madison Radicals,AUDL 2014,Wiseman
1570,Madison Radicals,AUDL 2016,Wiseman
1571,Madison Radicals,AUDL 2017,Wiseman
1572,Minnesota Wind Chill,AUDL 2016,A Lien
1573,Minnesota Wind Chill,AUDL 2015,A-K Ian
1574,Minnesota Wind Chill,AUDL 2015,Abramo L
1575,Minnesota Wind Chill,AUDL 2018,Anders C
1576,Minnesota Wind Chill,AUDL 2015,Arenso G
1577,Minnesota Wind Chill,AUDL 2014,Baker
1578,Minnesota Wind Chill,AUDL 2017,Berry C
1579,Minnesota Wind Chill,AUDL 2018,Berry C
1580,Minnesota Wind Chill,AUDL 2014,Bhakta
1581,Minnesota Wind Chill,AUDL 2015,Bolton J
1582,Minnesota Wind Chill,AUDL 2017,Bowen P
1583,Minnesota Wind Chill,AUDL 2017,Bumste S
1584,Minnesota Wind Chill,AUDL 2018,Bumste S
1585,Minnesota Wind Chill,AUDL 2017,Burkha M
1586,Minnesota Wind Chill,AUDL 2018,Burkha M
1587,Minnesota Wind Chill,AUDL 2016,Bvon
1588,Minnesota Wind Chill,AUDL 2016,C Jensen
1589,Minnesota Wind Chill,AUDL 2015,Caball L
1590,Minnesota Wind Chill,AUDL 2014,Carr
1591,Minnesota Wind Chill,AUDL 2015,Carr P
1592,Minnesota Wind Chill,AUDL 2015,Cashma P
1593,Minnesota Wind Chill,AUDL 2016,Charlie
1594,Minnesota Wind Chill,AUDL 2016,Collom
1595,Minnesota Wind Chill,AUDL 2015,Collom D
1596,Minnesota Wind Chill,AUDL 2017,Collom D
1597,Minnesota Wind Chill,AUDL 2017,Cousi G
1598,Minnesota Wind Chill,AUDL 2018,Cousin G
1599,Minnesota Wind Chill,AUDL 2016,Cousins
1600,Minnesota Wind Chill,AUDL 2014,Crotchy
1601,Minnesota Wind Chill,AUDL 2014,Crumb
1602,Minnesota Wind Chill,AUDL 2017,DeCler D
1603,Minnesota Wind Chill,AUDL 2018,DeCler D
1604,Minnesota Wind Chill,AUDL 2016,DeClerck
1605,Minnesota Wind Chill,AUDL 2017,Deneco C
1606,Minnesota Wind Chill,AUDL 2015,Dresch J
1607,Minnesota Wind Chill,AUDL 2017,Dresch J
1608,Minnesota Wind Chill,AUDL 2014,Drescher
1609,Minnesota Wind Chill,AUDL 2016,Drescher
1610,Minnesota Wind Chill,AUDL 2018,Duhn
1611,Minnesota Wind Chill,AUDL 2014,Dustin R
1612,Minnesota Wind Chill,AUDL 2016,Dustin R
1613,Minnesota Wind Chill,AUDL 2018,Echols T
1614,Minnesota Wind Chill,AUDL 2014,Eric J.
1615,Minnesota Wind Chill,AUDL 2016,Ethan R
1616,Minnesota Wind Chill,AUDL 2017,Feldma B
1617,Minnesota Wind Chill,AUDL 2018,Feldma B
1618,Minnesota Wind Chill,AUDL 2014,Feldman
1619,Minnesota Wind Chill,AUDL 2016,Fraser
1620,Minnesota Wind Chill,AUDL 2014,Gaynor
1621,Minnesota Wind Chill,AUDL 2014,Gill
1622,Minnesota Wind Chill,AUDL 2016,Graham B
1623,Minnesota Wind Chill,AUDL 2015,Groess J
1624,Minnesota Wind Chill,AUDL 2015,Groven T
1625,Minnesota Wind Chill,AUDL 2017,Groven T
1626,Minnesota Wind Chill,AUDL 2018,Groven T
1627,Minnesota Wind Chill,AUDL 2014,Hanke
1628,Minnesota Wind Chill,AUDL 2015,Hanke N
1629,Minnesota Wind Chill,AUDL 2018,Hawkin B
1630,Minnesota Wind Chill,AUDL 2015,Heid N
1631,Minnesota Wind Chill,AUDL 2014,Hron
1632,Minnesota Wind Chill,AUDL 2015,Hunt D
1633,Minnesota Wind Chill,AUDL 2016,J Lien
1634,Minnesota Wind Chill,AUDL 2014,Jagt
1635,Minnesota Wind Chill,AUDL 2016,Jagt
1636,Minnesota Wind Chill,AUDL 2015,Jagt B
1637,Minnesota Wind Chill,AUDL 2014,Jensen
1638,Minnesota Wind Chill,AUDL 2015,Jensen C
1639,Minnesota Wind Chill,AUDL 2016,Jimmy K
1640,Minnesota Wind Chill,AUDL 2017,Johnso E
1641,Minnesota Wind Chill,AUDL 2018,Johnso E
1642,Minnesota Wind Chill,AUDL 2018,Johnso K
