Unnamed: 0,Teamname,Tournament,Username,PlayerName,Suggestion1,Suggestion2,Suggestion3,MatchScore
2089,New York Empire,AUDL 2017,Cofer C,Clark Cofer,Clark Cofer,Craig Cox,Conor Kline,0.555555556
2090,New York Empire,AUDL 2017,Cox C,Craig Cox,Craig Cox,Conor Kline,Clark Cofer,0.428571429
2091,New York Empire,AUDL 2014,Dennis M,Dennis M,Dennis M,Derek Yan,Ben Ivers,1
2092,New York Empire,AUDL 2014,Derek Y,Derek Yan,Derek Yan,Dennis M,Jaime Perez,0.875
2093,New York Empire,AUDL 2015,Dixon G,Gary Dixon,Gary Dixon,Flint ,Lionel Wininger,0.588235294
2094,New York Empire,AUDL 2016,Dixon G,Gary Dixon,Gary Dixon,John Geraghty,Lionel Wininger,0.588235294
2095,New York Empire,AUDL 2018,Doyle L,Lauren Doyle,Lauren Doyle,Elliot Lee,Alexi Zalk,0.526315789
2096,New York Empire,AUDL 2015,Drost M,Mike Drost,Ryan Drost,Mike Drost,Ross Ward,0.588235294
2097,New York Empire,AUDL 2016,Drost M,Mike Drost,Ryan Drost,Mike Drost,Chris Mazur,0.588235294
2098,New York Empire,AUDL 2017,Drost M,Mike Drost,Ryan Drost,Mike Drost,Ross Ward,0.588235294
2099,New York Empire,AUDL 2018,Drost M,Mike Drost,Ryan Drost,Mike Drost,Ross Ward,0.588235294
2100,New York Empire,AUDL 2015,Drost R,Ryan Drost,Ryan Drost,Mike Drost,Ross Ward,0.588235294
2101,New York Empire,AUDL 2016,Drost R,Ryan Drost,Ryan Drost,Mike Drost,Ross Ward,0.588235294
2102,New York Empire,AUDL 2017,Drost R,Ryan Drost,Ryan Drost,Mike Drost,Ross Ward,0.588235294
2103,New York Empire,AUDL 2018,Drost R,Ryan Drost,Ryan Drost,Mike Drost,Ross Ward,0.588235294
2104,New York Empire,AUDL 2014,Eliot B,Eliot Bemis,Eliot Bemis,Taylor Brooks,Matt Bode,0.777777778
2105,New York Empire,AUDL 2015,Farrel T,Timmer Farrell,Timmer Farrell,Flint ,Sam Taylor,0.545454545
2106,New York Empire,AUDL 2015,Flint J,Flint ,Flint ,Eliot Bemis,Isaiah Bryant,0.923076923
2107,New York Empire,AUDL 2017,Garvey H,Harper Garvey,Harper Garvey,Ryan Holmes,Clark Cofer,0.571428571
2108,New York Empire,AUDL 2018,Garvey H,Harper Garvey,Harper Garvey,Lauren Doyle,Marques Brownlee,0.571428571
2109,New York Empire,AUDL 2016,Geragh J,John Geraghty,John Geraghty,Ian Guerin,Gary Dixon,0.571428571
2110,New York Empire,AUDL 2015,Guerin I,Ian Guerin,Ian Guerin,Ben Ivers,Flint ,0.666666667
2111,New York Empire,AUDL 2016,Guerin I,Ian Guerin,Ian Guerin,Ben Ivers,Kevin Norton,0.666666667
2112,New York Empire,AUDL 2017,Guerin I,Ian Guerin,Ian Guerin,Ben Ivers,Kevin Norton,0.666666667
2113,New York Empire,AUDL 2017,Haskel T,Tyler Haskell,Tyler Haskell,Harper Garvey,Sam Taylor,0.571428571
2114,New York Empire,AUDL 2016,Holmes R,Ryan Holmes,Ryan Holmes,Ross Ward,Josh Alorro,0.631578947
2115,New York Empire,AUDL 2017,Holmes R,Ryan Holmes,Ryan Holmes,Ross Ward,Josh Alorro,0.631578947
2116,New York Empire,AUDL 2018,Holmes R,Ryan Holmes,Ryan Holmes,Ross Ward,Alexi Zalk,0.631578947
2117,New York Empire,AUDL 2014,Isaac S,Isaac Saul,Isaac Saul,Isaiah Bryant,Noah Saul,0.823529412
2118,New York Empire,AUDL 2014,Isaiah B,Isaiah Bryant,Isaiah Bryant,Isaac Saul,Noah Saul,0.761904762
2119,New York Empire,AUDL 2018,Isik A,Alexander Isik,Alexander Isik,Shashank Alladi,Noriaki To,0.4
2120,New York Empire,AUDL 2015,Ivers B,Ben Ivers,Ben Ivers,Snyder ,Isaiah Bryant,0.625
2121,New York Empire,AUDL 2016,Ivers B,Ben Ivers,Ben Ivers,Ian Guerin,Joe Babbino,0.625
2122,New York Empire,AUDL 2017,Ivers B,Ben Ivers,Ben Ivers,Isaiah Bryant,Ian Guerin,0.625
2123,New York Empire,AUDL 2017,Jagt B,Ben Jagt,Ben Jagt,Craig Cox,Matt LeMar,0.571428571
2124,New York Empire,AUDL 2018,Jagt B,Ben Jagt,Ben Jagt,Matt LeMar,Jacob Price,0.571428571
2125,New York Empire,AUDL 2014,Jaime P,Jaime Perez,Jaime Perez,Michael A,Sam Taylor,0.777777778
2126,New York Empire,AUDL 2014,Jesse L,Jesse Lieberman,Jesse Lieberman,Dennis M,Ross Ward,0.636363636
2127,New York Empire,AUDL 2014,Joe B,Joe Babbino,Joe Babbino,John I,Joe Santosus,0.625
2128,New York Empire,AUDL 2014,Joe O,Joe Ouellette,Joe Ouellette,John I,Joe Babbino,0.555555556
2129,New York Empire,AUDL 2014,Joe S,Joe Santosus,Joe Santosus,John I,Joe Babbino,0.588235294
2130,New York Empire,AUDL 2014,John I,John I,John I,Noah Saul,Ben Ivers,1
2131,New York Empire,AUDL 2014,Justin A,Justin Allen,Justin Allen,John I,Michael A,0.8
2132,New York Empire,AUDL 2017,Kalmak P,Peter Kalmakis,Peter Kalmakis,Clark Cofer,Sam Taylor,0.545454545
2133,New York Empire,AUDL 2018,Kalmak P,Peter Kalmakis,Peter Kalmakis,Shashank Alladi,Noriaki To,0.545454545
2134,New York Empire,AUDL 2015,Katz B,Ben Katz,Matt Baum,Billy Katz,Matt LeMar,0.571428571
2135,New York Empire,AUDL 2016,Katz B,Ben Katz,Billy Katz,Matt LeMar,Matt Weiner,0.571428571
2136,New York Empire,AUDL 2018,Katz B,Ben Katz,Ben Katz,Matt LeMar,Matt Stevens,0.571428571
2137,New York Empire,AUDL 2016,Keegan S,Sean Keegan,Sean Keegan,Kevin Norton,Ben Ivers,0.631578947
2138,New York Empire,AUDL 2017,Keegan S,Sean Keegan,Sean Keegan,Kevin Norton,Kevin Ludwig,0.631578947
2139,New York Empire,AUDL 2014,Kevin V,Kevin Venose,Kevin Venose,Dennis M,Ben Ivers,0.736842105
2140,New York Empire,AUDL 2018,Kittre B,Beau Kittredge,Beau Kittredge,Mike Drost,Matt LeMar,0.545454545
2141,New York Empire,AUDL 2017,Kline C,Conor Kline,Conor Kline,Kevin Norton,Kevin Ludwig,0.555555556
2142,New York Empire,AUDL 2018,Kline C,Conor Kline,Conor Kline,Mike Drost,Elliot Lee,0.555555556
2143,New York Empire,AUDL 2016,Kocher C,Chris Kocher,Chris Kocher,John Geraghty,Leo Pepper,0.6
2144,New York Empire,AUDL 2017,Kocher C,Chris Kocher,Chris Kocher,Conrad Schloer,Craig Cox,0.6
2145,New York Empire,AUDL 2016,Komino T,Tim Kominos,Tim Kominos,Joe Babbino,Kevin Norton,0.631578947
2146,New York Empire,AUDL 2017,Komino T,Tim Kominos,Tim Kominos,Conor Kline,Kevin Norton,0.631578947
2147,New York Empire,AUDL 2018,Komino T,Tim Kominos,Tim Kominos,Noriaki To,Conor Kline,0.631578947
2148,New York Empire,AUDL 2016,Kuzmow M,Markian Kuzmowycz,Markian Kuzmowycz,Ruo Ye,Owen Murphy,0.48
2149,New York Empire,AUDL 2017,Kuzmow M,Markian Kuzmowycz,Markian Kuzmowycz,Ruo Ye,,0.48
2150,New York Empire,AUDL 2015,LeMar M,Matt LeMar,Matt LeMar,Snyder ,Matt Baum,0.588235294
2151,New York Empire,AUDL 2018,LeMar M,Matt LeMar,Matt LeMar,Lauren Doyle,Alexander Isik,0.588235294
2152,New York Empire,AUDL 2018,Lee E,Elliot Lee,Elliot Lee,Lauren Doyle,Peter Kalmakis,0.4
2153,New York Empire,AUDL 2016,Lemar M,Matt Lemar,Matt LeMar,Leo Pepper,Gary Dixon,0.588235294
2154,New York Empire,AUDL 2017,Lemar M,Matt Lemar,Matt LeMar,Sean Keegan,Clark Cofer,0.588235294
2155,New York Empire,AUDL 2014,Lionel W,Lionel Wininger,Lionel Wininger,Michael A,John I,0.695652174
2156,New York Empire,AUDL 2017,Little S,Sam Little,Sam Little,Matt Stevens,Matt Auletta,0.666666667
2157,New York Empire,AUDL 2015,Ludwig K,Ludwig K,Ludwig K,Billy Katz,,1
2158,New York Empire,AUDL 2017,Ludwig K,Kevin Ludwig,Kevin Ludwig,Craig Cox,Tim Kominos,0.6
2159,New York Empire,AUDL 2015,Marsh J,Jack Marsh,Jack Marsh,Matt Baum,Matt LeMar,0.588235294
2160,New York Empire,AUDL 2014,Matt A,Matt Auletta,Matt Bode,Matt Auletta,Matt LeMar,0.666666667
2161,New York Empire,AUDL 2014,Matt B,Matt Bode,Matt Bode,Matt LeMar,Matt Stevens,0.8
2162,New York Empire,AUDL 2014,Matt L,Matt LeMar,Matt LeMar,Matt Bode,Matt Stevens,0.75
2163,New York Empire,AUDL 2014,Matt S,Matt Stevens,Matt Stevens,Matt Bode,Matt LeMar,0.666666667
2164,New York Empire,AUDL 2016,Mazur C,Chris Mazur,Chris Mazur,Clark Cofer,Matt LeMar,0.555555556
2165,New York Empire,AUDL 2015,McLaug B,Ludwig K,Ludwig K,Brian McLaughlin,Matt Baum,0.5
2166,New York Empire,AUDL 2014,Michae A,Michael A,Michael A,Mike Drost,Matt Auletta,0.941176471
2167,New York Empire,AUDL 2018,Mieser J,Jibran Mieser,Jibran Mieser,Mike Drost,Ben Jagt,0.571428571
2168,New York Empire,AUDL 2014,Mike D,Mike Drost,Mike Drost,Michael A,Jaime Perez,0.75
2169,New York Empire,AUDL 2016,Murphy O,Owen Murphy,Owen Murphy,Gary Dixon,Chris Mazur,0.631578947
2170,New York Empire,AUDL 2014,Noah S,Noah Saul,Noah Saul,John I,Isaac Saul,0.8
2171,New York Empire,AUDL 2016,Norton K,Kevin Norton,Kevin Norton,Gary Dixon,Markian Kuzmowycz,0.6
2172,New York Empire,AUDL 2017,Norton K,Kevin Norton,Kevin Norton,Conor Kline,Frank Weng,0.6
2173,New York Empire,AUDL 2015,Ouelle J,Joe Ouellette,Joe Ouellette,Billy Katz,Matt Auletta,0.571428571
2174,New York Empire,AUDL 2016,Ouelle J,Joe Ouellette,Joe Ouellette,Billy Katz,Owen Murphy,0.571428571
2175,New York Empire,AUDL 2018,Ouelle J,Joe Ouellette,Joe Ouellette,Lauren Doyle,Ben Jagt,0.571428571
2176,New York Empire,AUDL 2016,Pepper L,Leo Pepper,Leo Pepper,Ben Ivers,Matt Weiner,0.666666667
2177,New York Empire,AUDL 2016,Perez J,Jaime Perez,Jaime Perez,Leo Pepper,,0.555555556
2178,New York Empire,AUDL 2017,Price J,Jake Price,Jacob Price,Ben Jagt,Craig Cox,0.588235294
2179,New York Empire,AUDL 2018,Price J,Jake Price,Jacob Price,Ben Jagt,Noriaki To,0.588235294
2180,New York Empire,AUDL 2014,Ross W,Ross Ward,Ross Ward,Ryan Drost,John I,0.8
2181,New York Empire,AUDL 2014,Ryan D,Ryan Drost,Ryan Drost,John I,Sean Childers,0.75
2182,New York Empire,AUDL 2018,Saffa R,Ryan Saffa,Ryan Saffa,Shashank Alladi,Jeff Babbitt,0.588235294
2183,New York Empire,AUDL 2014,Sam T,Sam Taylor,Sam Taylor,Jaime Perez,Sean Childers,0.666666667
2184,New York Empire,AUDL 2016,Santos J,Joe Santosus,Joe Santosus,Ryan Drost,Sean Keegan,0.285714286
2185,New York Empire,AUDL 2017,Schlor C,Conrad Schloer,Conrad Schloer,Sam Taylor,Josh Alorro,0.545454545
2186,New York Empire,AUDL 2014,Sean C,Sean Childers,Sean Childers,Seth Canetti,Dennis M,0.631578947
2187,New York Empire,AUDL 2014,Seth C,Seth Canetti,Seth Canetti,Sean Childers,Stephen Poulos,0.666666667
2188,New York Empire,AUDL 2015,Skware K,Kamil Skwarek,Kamil Skwarek,Snyder ,Ludwig K,0.571428571
2189,New York Empire,AUDL 2015,Snyder M,Snyder ,Snyder ,Andrew Wilkes,Ben Ivers,0.933333333
2190,New York Empire,AUDL 2018,Spielm B,Benjamin Spielman,Benjamin Spielman,Mike Drost,Tim Kominos,0.48
2191,New York Empire,AUDL 2018,Stanto T,TJ Stanton,TJ Stanton,Shashank Alladi,Ryan Saffa,0.666666667
2192,New York Empire,AUDL 2014,Stephe P,Stephen Poulos,Stephen Poulos,Seth Canetti,Matt Stevens,0.727272727
2193,New York Empire,AUDL 2015,Steven M,Matt Stevens,Matt Stevens,Snyder ,Ben Ivers,0.6
2194,New York Empire,AUDL 2016,Steven M,Matt Stevens,Matt Stevens,Sean Keegan,Owen Murphy,0.6
2195,New York Empire,AUDL 2017,Steven M,Matt Stevens,Matt Stevens,Sean Keegan,Kevin Norton,0.6
2196,New York Empire,AUDL 2018,Steven M,Matt Stevens,Matt Stevens,Ben Katz,Ben Jagt,0.6
2197,New York Empire,AUDL 2014,Taylor B,Taylor Brooks,Taylor Brooks,Sam Taylor,Eliot Bemis,0.761904762
2198,New York Empire,AUDL 2015,Taylor S,Sam Taylor,Taylor Brooks,Sam Taylor,Snyder ,0.666666667
2199,New York Empire,AUDL 2016,Taylor S,Sam Taylor,Taylor Brooks,Sam Taylor,Gary Dixon,0.666666667
2200,New York Empire,AUDL 2017,Taylor S,Sam Taylor,Taylor Brooks,Sam Taylor,Tyler Haskell,0.666666667
2201,New York Empire,AUDL 2018,To Nori,Noriaki To,Noriaki To,Josh Alorro,Jacob Price,0.470588235
2202,New York Empire,AUDL 2015,Ward R,Ross Ward,Ross Ward,Gary Dixon,Taylor Brooks,0.533333333
2203,New York Empire,AUDL 2016,Ward R,Ross Ward,Ross Ward,Gary Dixon,Clark Cofer,0.533333333
2204,New York Empire,AUDL 2017,Ward R,Ross Ward,Ross Ward,Clark Cofer,Taylor Brooks,0.533333333
2205,New York Empire,AUDL 2018,Ward R,Ross Ward,Ross Ward,Lauren Doyle,Harper Garvey,0.533333333
2206,New York Empire,AUDL 2015,Weiner M,Matt Wiener,Matt Weiner,Snyder ,Ben Ivers,0.526315789
2207,New York Empire,AUDL 2018,Weintr M,Matt Weintraub,Matt Weintraub,Jibran Mieser,Ben Katz,0.545454545
2208,New York Empire,AUDL 2017,Weng F,Frank Weng,Frank Weng,Ben Jagt,Ben Ivers,0.5
2209,New York Empire,AUDL 2018,Weng F,Frank Weng,Frank Weng,Ben Katz,Ben Jagt,0.5
2210,New York Empire,AUDL 2016,Wiener M,Matt Wiener,Matt Weiner,Ben Ivers,Owen Murphy,0.631578947
2211,New York Empire,AUDL 2017,Wiener M,Matt Wiener,Matt Weiner,Ben Ivers,Ben Jagt,0.631578947
2212,New York Empire,AUDL 2015,Wilkes A,Andrew Wilkes,Andrew Wilkes,Mike Drost,Billy Katz,0.571428571
2213,New York Empire,AUDL 2015,Wining L,Lionel Wininger,Lionel Wininger,Flint ,Ludwig K,0.52173913
2214,New York Empire,AUDL 2016,Wining L,Lionel Wininger,Lionel Wininger,Matt Weiner,Kevin Norton,0.52173913
2215,New York Empire,AUDL 2016,Wodatc J,John Wodatch,John Wodatch,Matt LeMar,Matt Weiner,0.6
2216,New York Empire,AUDL 2017,Wodatc J,John Wodatch,John Wodatch,Matt LeMar,Matt Weiner,0.6
2217,New York Empire,AUDL 2015,Ye R,Ruo Ye,Ruo Ye,Snyder ,Ben Ivers,0.4
2218,New York Empire,AUDL 2016,Ye R,Ruo Ye,Ruo Ye,Ben Ivers,,0.4
2219,New York Empire,AUDL 2017,Ye R,Ruo Ye,Ruo Ye,Ben Jagt,Ben Ivers,0.4
2220,New York Empire,AUDL 2018,Ye R,Ruo Ye,Ruo Ye,Ben Katz,Ben Jagt,0.4
2221,New York Empire,AUDL 2015,Yz I,,Ben Ivers,,,0.307692308
2222,New York Empire,AUDL 2018,Zalk A,Alexi Zalk,Alexi Zalk,Shashank Alladi,Noriaki To,0.5
2223,Ottawa Outlaws,AUDL 2018,Adam O'D,Adam O'Donnell,Adam O'Donnell,Matt O'Brien,Aidan Hayter,0.727272727
2224,Ottawa Outlaws,AUDL 2018,Aidan H,Aidan Hayter,Aidan Hayter,Adam O'Donnell,Kinley Gee,0.736842105
2225,Ottawa Outlaws,AUDL 2016,Alec A,Alec Arsenault,Alec Arsenault,Kinley Gee,Ken Alexander,0.6
2226,Ottawa Outlaws,AUDL 2017,Alec A,Alec Arsenault,Alec Arsenault,Kinley Gee,Kyle Cantal,0.6
2227,Ottawa Outlaws,AUDL 2018,Alec A,Alec Arsenault,Alec Arsenault,Kinley Gee,Kyle Cantal,0.6
2228,Ottawa Outlaws,AUDL 2015,AlexandD,Derek Alexander,Ken Alexander,Derek Alexander,Alec Arsenault,0.608695652
2229,Ottawa Outlaws,AUDL 2015,AlexandK,Ken Alexander,Ken Alexander,Derek Alexander,Alec Arsenault,0.666666667
2230,Ottawa Outlaws,AUDL 2016,Andy C,Andy Corey,Andy Corey,Kinley Gee,Andrew Ouchterlony,0.75
2231,Ottawa Outlaws,AUDL 2016,Andy O,Andrew Ouchterlony,Andy Corey,Andrew Ouchterlony,Kinley Gee,0.416666667
2232,Ottawa Outlaws,AUDL 2017,Andy O,Andrew Ouchterlony,Andrew Ouchterlony,Kinley Gee,Ken Alexander,0.416666667
2233,Ottawa Outlaws,AUDL 2018,Andy O,Andrew Ouchterlony,Andrew Ouchterlony,Adam O'Donnell,Kinley Gee,0.416666667
2234,Ottawa Outlaws,AUDL 2015,ArsenauA,Alec Arsenault,Alec Arsenault,Karl Loiseau,Paul Renaud,0.636363636
2235,Ottawa Outlaws,AUDL 2018,Ben,Bryce Ring,Bryce Ring,Geoff Bevan,Matt O'Brien,0.461538462
2236,Ottawa Outlaws,AUDL 2015,BergM,Matthew Berg,Matthew Berg,Bryce Ring,Nick Boucher,0.470588235
2237,Ottawa Outlaws,AUDL 2017,Bevan,Geoff Bevan,Geoff Bevan,Kyle Cantal,Ken Alexander,0.625
2238,Ottawa Outlaws,AUDL 2015,BlackstL,Lance Blackstock,Lance Blackstock,Alec Arsenault,Dan Turcotte,0.583333333
2239,Ottawa Outlaws,AUDL 2015,BoucherN,Nick Boucher,Nick Boucher,Andrew Ouchterlony,Rob Schmidt,0.7
2240,Ottawa Outlaws,AUDL 2016,Bryce R,Bryce Ring,Bryce Ring,Matt O'Brien,,0.823529412
2241,Ottawa Outlaws,AUDL 2018,Bryce R,Bryce Ring,Bryce Ring,Greg Ellis,Kyle Cantal,0.823529412
2242,Ottawa Outlaws,AUDL 2017,Carson T,Carson Turner,Carson Turner,Jason Duiella,Colin Froats,0.761904762
2243,Ottawa Outlaws,AUDL 2018,Carson T,Carson Turner,Carson Turner,Colin Froats,Laurent Loiseau,0.761904762
2244,Ottawa Outlaws,AUDL 2016,Colin F,Colin Froats,Colin Froats,Colin Green,Craig Froats,0.736842105
2245,Ottawa Outlaws,AUDL 2017,Colin F,Colin Froats,Colin Froats,Craig Froats,Carson Turner,0.736842105
2246,Ottawa Outlaws,AUDL 2018,Colin F,Colin Froats,Colin Froats,David Colic,Carson Turner,0.736842105
2247,Ottawa Outlaws,AUDL 2016,Colin G,Colin Green,Colin Green,Colin Froats,Kinley Gee,0.777777778
2248,Ottawa Outlaws,AUDL 2016,Cooper B,Cooper Brotman,Cooper Brotman,Andy Corey,Jeremy Hill,0.727272727
2249,Ottawa Outlaws,AUDL 2017,Cooper B,Cooper Brotman,Cooper Brotman,Carson Turner,Jeremy Hill,0.727272727
2250,Ottawa Outlaws,AUDL 2015,CoreyA,Andy Corey,Andy Corey,Colin Green,Jeremy Hill,0.625
2251,Ottawa Outlaws,AUDL 2016,Craig F,Craig Froats,Craig Froats,Colin Froats,Colin Green,0.736842105
2252,Ottawa Outlaws,AUDL 2017,Craig F,Craig Froats,Craig Froats,Colin Froats,Erik Hunter,0.736842105
2253,Ottawa Outlaws,AUDL 2016,DJ,David Janssen,,,,0.266666667
2254,Ottawa Outlaws,AUDL 2017,DJ,David Janssen,,,,0.266666667
2255,Ottawa Outlaws,AUDL 2017,Dave H,David Hochhalter,David Hochhalter,David Janssen,Jeremy Hill,0.454545455
2256,Ottawa Outlaws,AUDL 2018,David C,David Colic,David Colic,Tait Becke,Khalid Al-Zahrani,0.777777778
2257,Ottawa Outlaws,AUDL 2016,Derek A,Derek Alexander,Derek Alexander,Jeremy Hill,Bryce Ring,0.636363636
2258,Ottawa Outlaws,AUDL 2017,Derek A,Derek Alexander,Derek Alexander,Jeremy Hill,Pierre Lemerle,0.636363636
2259,Ottawa Outlaws,AUDL 2018,Derek A,Derek Alexander,Derek Alexander,Jeremy Hill,Greg Ellis,0.636363636
2260,Ottawa Outlaws,AUDL 2017,Erik H,Erik Hunter,Erik Hunter,Mike Lee,Jeremy Hill,0.705882353
2261,Ottawa Outlaws,AUDL 2018,Erik H,Erik Hunter,Erik Hunter,Mike Lee,Patrick Keenan,0.705882353
2262,Ottawa Outlaws,AUDL 2018,EtienneB,Etienne Blaszkewycz,Etienne Blaszkewycz,Patrick Keenan,Erik Hunter,0.592592593
2263,Ottawa Outlaws,AUDL 2015,ForestNL,Leon Forest-Nault,Leon Forest-Nault,Scott Westwell,Laurent Loiseau,0.56
2264,Ottawa Outlaws,AUDL 2015,FroatsC,Colin Froats,Colin Froats,,,0.631578947
2265,Ottawa Outlaws,AUDL 2015,GeeK,Kinley Gee,Kinley Gee,Colin Green,Mike Lee,0.428571429
2266,Ottawa Outlaws,AUDL 2016,Geoff B,Geoff Bevan,Geoff Bevan,Matthew Berg,,0.777777778
2267,Ottawa Outlaws,AUDL 2018,Geoff B,Geoff Bevan,Geoff Bevan,Greg Ellis,,0.777777778
2268,Ottawa Outlaws,AUDL 2015,GoodkeyM,Matt Goodkey,Matt Goodkey,Andy Corey,,0.7
2269,Ottawa Outlaws,AUDL 2015,GreenC,Colin Green,Colin Green,Derek Alexander,Kinley Gee,0.588235294
2270,Ottawa Outlaws,AUDL 2018,Greg E,Greg Ellis,Greg Ellis,Bryce Ring,Jeremy Hill,0.75
2271,Ottawa Outlaws,AUDL 2015,HaigJ,John Haig,John Haig,David Janssen,,0.571428571
2272,Ottawa Outlaws,AUDL 2016,Harrison,Harrison Schwarzer,Harrison Schwarzer,Matt O'Brien,Karl Loiseau,0.615384615
2273,Ottawa Outlaws,AUDL 2015,HillJ,Jeremy Hill,Jeremy Hill,,,0.5
2274,Ottawa Outlaws,AUDL 2015,HogelM,Matthew Hogel,Matthew Hogel,Scott Westwell,,0.526315789
2275,Ottawa Outlaws,AUDL 2015,JanssenD,David Janssen,David Janssen,Jordan McGregor,Paul Renaud,0.666666667
2276,Ottawa Outlaws,AUDL 2017,Jason D,Jason Duiella,Jason Duiella,Carson Turner,Jordan McGregor,0.7
2277,Ottawa Outlaws,AUDL 2016,Jeremy H,Jeremy Hill,Jeremy Hill,Derek Alexander,Kinley Gee,0.842105263
2278,Ottawa Outlaws,AUDL 2017,Jeremy H,Jeremy Hill,Jeremy Hill,Pierre Lemerle,Derek Alexander,0.842105263
2279,Ottawa Outlaws,AUDL 2018,JeremyH,Jeremy Hill,Jeremy Hill,Tyler Sadler,,0.105263158
2280,Ottawa Outlaws,AUDL 2016,Jordan M,Jordan McGregor,Jordan McGregor,Cooper Brotman,Kielan Way,0.2
2281,Ottawa Outlaws,AUDL 2017,Jordan M,Jordan McGregor,Jordan McGregor,Jason Duiella,Cooper Brotman,0.695652174
2282,Ottawa Outlaws,AUDL 2016,Karl L,Karl Loiseau,Karl Loiseau,Laurent Loiseau,Kinley Gee,0.285714286
2283,Ottawa Outlaws,AUDL 2018,Karl L,Karl Loiseau,Karl Loiseau,Laurent Loiseau,Kinley Gee,0.285714286
2284,Ottawa Outlaws,AUDL 2017,Ken,Ken Alexander,Kyle Cantal,Ken Alexander,Owen Watt,0.285714286
2285,Ottawa Outlaws,AUDL 2016,Ken A,Ken Alexander,Ken Alexander,Kielan Way,Kinley Gee,0.105263158
2286,Ottawa Outlaws,AUDL 2018,Ken A,Ken Alexander,Ken Alexander,Kinley Gee,Kyle Cantal,0.105263158
2287,Ottawa Outlaws,AUDL 2017,Khalid,Khalid Al-Zahrani,Khalid Al-Zahrani,Paul Renaud,Kyle Cantal,0.52173913
2288,Ottawa Outlaws,AUDL 2018,Khalid A,Khalid Al-Zahrani,Khalid Al-Zahrani,David Colic,Karl Loiseau,0.64
2289,Ottawa Outlaws,AUDL 2016,Kielan W,Kielan Way,Kielan Way,Kinley Gee,Luke Phelan,0.888888889
2290,Ottawa Outlaws,AUDL 2016,Kinley G,Kinley Gee,Kinley Gee,Kielan Way,Colin Green,0.888888889
2291,Ottawa Outlaws,AUDL 2017,Kinley G,Kinley Gee,Kinley Gee,Kyle Cantal,Ken Alexander,0.888888889
2292,Ottawa Outlaws,AUDL 2018,Kinley G,Kinley Gee,Kinley Gee,Kyle Cantal,Ken Alexander,0.888888889
2293,Ottawa Outlaws,AUDL 2017,Kyle,Kyle Cantal,Kyle Cantal,Kinley Gee,Tyler Sadler,0.533333333
2294,Ottawa Outlaws,AUDL 2018,Kyle C,Kyle Cantal,Kyle Cantal,Kinley Gee,Tyler Sadler,0.705882353
2295,Ottawa Outlaws,AUDL 2016,Lance B,Lance Blackstock,Lance Blackstock,Matthew Berg,Laurent Loiseau,0.608695652
2296,Ottawa Outlaws,AUDL 2018,Lance B,Lance Blackstock,Lance Blackstock,Ryan Wallace,Laurent Loiseau,0.608695652
2297,Ottawa Outlaws,AUDL 2016,Laurent,Laurent Loiseau,Laurent Loiseau,Paul Renaud,Paul Mensah,0.636363636
2298,Ottawa Outlaws,AUDL 2017,Laurent,Laurent Loiseau,Laurent Loiseau,Paul Renaud,Paul Mensah,0.636363636
2299,Ottawa Outlaws,AUDL 2018,LaurentA,Laurent Loiseau,Laurent Loiseau,Paul Renaud,Paul Mensah,0.608695652
2300,Ottawa Outlaws,AUDL 2018,LaurentL,Laurent Loiseau,Laurent Loiseau,Paul Renaud,Paul Mensah,0.695652174
2301,Ottawa Outlaws,AUDL 2015,LeeM,Mike Lee,Mike Lee,Luke Phelan,Laurent Loiseau,0.5
2302,Ottawa Outlaws,AUDL 2015,LoiseauK,Karl Loiseau,Karl Loiseau,Laurent Loiseau,Alec Arsenault,0.7
2303,Ottawa Outlaws,AUDL 2015,LoiseauL,Karl Loiseau,Karl Loiseau,Laurent Loiseau,Mike Lee,0.7
2304,Ottawa Outlaws,AUDL 2017,Luca M,Luca Miglioretto,Luca Miglioretto,Paul Mensah,,0.285714286
2305,Ottawa Outlaws,AUDL 2016,Luke P,Mike Lee,Luke Phelan,Mike Lee,Laurent Loiseau,0.428571429
2306,Ottawa Outlaws,AUDL 2016,Leon FN,Leon Forest-Nault,Leon Forest-Nault,Colin Froats,,0.071428571
2307,Ottawa Outlaws,AUDL 2017,Leon FN,Leon Forest-Nault,Leon Forest-Nault,Colin Froats,,0.064516129
2308,Ottawa Outlaws,AUDL 2016,M Berg,Matthew Berg,Matthew Berg,Nick Boucher,Matt O'Brien,0.2
2309,Ottawa Outlaws,AUDL 2016,M Hogel,Matthew Hogel,Matthew Hogel,Andy Corey,Luke Phelan,0.285714286
2310,Ottawa Outlaws,AUDL 2018,M Lee,Mike Lee,Mike Lee,Tait Becke,Kinley Gee,0.769230769
2311,Ottawa Outlaws,AUDL 2016,M OBrien,Matt O'Brien,Matt O'Brien,Bryce Ring,Mike Lee,0.8
2312,Ottawa Outlaws,AUDL 2018,Matt O'B,Matt O'Brien,Matt O'Brien,Tait Becke,Adam O'Donnell,0.8
2313,Ottawa Outlaws,AUDL 2017,Matt OB,Matt O'Brien,Matt O'Brien,Owen Watt,,0.736842105
2314,Ottawa Outlaws,AUDL 2015,McGregoJ,Jordan McGregor,Jordan McGregor,Bryce Ring,Colin Green,0.608695652
2315,Ottawa Outlaws,AUDL 2016,Mike L,Mike Lee,Mike Lee,Kinley Gee,Kielan Way,0.857142857
