,Unnamed: 0,Teamname,Tournament,Username,PlayerName,Suggestion1,Suggestion2,Suggestion3
21,21,Atlanta Hustle,AUDL 2017,Birdsong,Stan Birdsong,Stan Birdsong,Evan Boecking,JP Burns
22,22,Atlanta Hustle,AUDL 2018,Birdsong,Stan Birdsong,Sam Batson,JP Burns,Mike Tillotson
23,23,Atlanta Hustle,AUDL 2016,Boecking,Evan Boecking,Evan Boecking,Stan Birdsong,Daniel Sperling
24,24,Atlanta Hustle,AUDL 2017,Boecking,Evan Boecking,Evan Boecking,Stan Birdsong,Daniel Sperling
25,25,Atlanta Hustle,AUDL 2015,Boezi,,Byron Liu,Sun Choi,
26,26,Atlanta Hustle,AUDL 2016,Bradham,Robert Bradham,Robert Bradham,Bryan Sansbury,Parker Bray
27,27,Atlanta Hustle,AUDL 2017,Bradham,Robert Bradham,Robert Bradham,Parker Bray,
28,28,Atlanta Hustle,AUDL 2016,Bray,Parker Bray,Parker Bray,Ben Breault,Robert Bradham
29,29,Atlanta Hustle,AUDL 2015,Breault,Ben Breault,Ben Breault,Byron Liu,Brian Moore
30,30,Atlanta Hustle,AUDL 2016,Breault,Ben Breault,Ben Breault,Bryan Sansbury,Parker Bray
31,31,Atlanta Hustle,AUDL 2018,Burgess,Adam Burgess,Adam Burgess,JP Burns,Josh Bush
32,32,Atlanta Hustle,AUDL 2017,Bush,Josh Bush,Josh Bush,JP Burns,Yusuf Abdullah
33,33,Atlanta Hustle,AUDL 2018,Bush,Josh Bush,Josh Bush,JP Burns,Adam Burgess
34,34,Atlanta Hustle,AUDL 2016,C Olsen,Christian Olsen,Christian Olsen,Anders Olsen,Sam Little
35,35,Atlanta Hustle,AUDL 2017,C Olsen,Christian Olsen,Christian Olsen,Anders Olsen,Max Leonard
36,36,Atlanta Hustle,AUDL 2018,C Olsen,Christian Olsen,Christian Olsen,Anders Olsen,Danny On
37,37,Atlanta Hustle,AUDL 2015,C. Olsen,Christian Olsen,Christian Olsen,Anders Olsen,Josh Feng
38,38,Atlanta Hustle,AUDL 2017,Caldwell,Andrell Caldwell,Evan Caldwell,Dylan Tunnell,Nathan Haskell
39,39,Atlanta Hustle,AUDL 2018,Caldwell,Andrell Caldwell,Andrell Caldwell,Karl Ekwurtzel,Daniel Sperling
40,40,Atlanta Hustle,AUDL 2018,Cary,Mason Cary,Mason Cary,Carter Rae,Parker Bray
41,41,Atlanta Hustle,AUDL 2018,Crowe,Jason Crowe,Jason Crowe,Carter Rae,Karl Ekwurtzel
42,42,Atlanta Hustle,AUDL 2018,Cutts,Hunter Cutts,Hunter Cutts,JP Burns,Matthew Knowles
43,43,Atlanta Hustle,AUDL 2015,D Cox,Devin Cox,Devin Cox,Sun Choi,
44,44,Atlanta Hustle,AUDL 2018,Danny On,Danny On,Danny On,Daniel Sperling,Christian Olsen
45,45,Atlanta Hustle,AUDL 2016,Dylan,Dylan Tunnell,Dylan Tunnell,Kyle Stapleton,Ryan Archibald
46,46,Atlanta Hustle,AUDL 2017,Dylan,Dylan Tunnell,Dylan Tunnell,Kyle Stapleton,Ryan Archibald
47,47,Atlanta Hustle,AUDL 2015,Dylan T,Dylan Tunnell,Dylan Tunnell,Ryan James,Ryans Simmons
48,48,Atlanta Hustle,AUDL 2016,Erickson,Elliott Erickson,Elliott Erickson,Steven Hicks,Stan Birdsong
49,49,Atlanta Hustle,AUDL 2015,F Wooten,Frank Wooten,Frank Wooten,Mark Poole,Brian Moore
50,50,Atlanta Hustle,AUDL 2018,French,Tyler French,Tyler French,Taylor Minch,Anders Olsen
51,51,Atlanta Hustle,AUDL 2016,Gainer,Sam Gainer,Sam Gainer,David Berendes,Daniel Sperling
52,52,Atlanta Hustle,AUDL 2017,Gainer,Sam Gainer,Sam Gainer,Jaime Perez,Martin Newman
53,53,Atlanta Hustle,AUDL 2018,Gainer,Sam Gainer,Sam Gainer,Jaime Perez,Daniel Sperling
54,54,Atlanta Hustle,AUDL 2017,Haskell,Nathan Haskell,Nathan Haskell,Evan Caldwell,Dylan Tunnell
55,55,Atlanta Hustle,AUDL 2016,Hicks,Steven Hicks,Steven Hicks,Elliott Erickson,Trenton Spinks
56,56,Atlanta Hustle,AUDL 2018,Hunt,Hunter Cutts,Hunter Cutts,Sun Choi,JP Burns
57,57,Atlanta Hustle,AUDL 2017,Hunter,Nick Hunter,Nicholas Hunter,Josh Turner,Sam Gainer
58,58,Atlanta Hustle,AUDL 2015,J Clark,Jay Clark,Jay Clark,Sean Sears,Mark Poole
59,59,Atlanta Hustle,AUDL 2015,J Feng,Josh Feng,Josh Feng,Jack Krieger,Frank Wooten
60,60,Atlanta Hustle,AUDL 2016,JP Burns,JP Burns,JP Burns,David Berendes,Parker Bray
61,61,Atlanta Hustle,AUDL 2017,JP Burns,JP Burns,JP Burns,Josh Bush,Josh Turner
62,62,Atlanta Hustle,AUDL 2018,JP Burns,JP Burns,JP Burns,Josh Bush,Josh Turner
63,63,Atlanta Hustle,AUDL 2015,Jack K,Jack Krieger,Jack Krieger,Jay Clark,Mark Poole
64,64,Atlanta Hustle,AUDL 2017,Jaime,Jaime Perez,Jaime Perez,Sam Gainer,Martin Newman
65,65,Atlanta Hustle,AUDL 2018,Jaime,Jaime Perez,Jaime Perez,Sam Gainer,Jason Crowe
66,66,Atlanta Hustle,AUDL 2016,Jon Fey,Jon Fey,Jon Fey,Sean Sears,Ben Breault
67,67,Atlanta Hustle,AUDL 2017,Justin M,Justin Mattingly,Justin Mattingly,Austin Taylor,Christian Olsen
68,68,Atlanta Hustle,AUDL 2018,Karl E,Karl Ekwurtzel,Karl Ekwurtzel,Carter Rae,Parker Bray
69,69,Atlanta Hustle,AUDL 2017,Kelvin,Kelvin Williams,Kelvin Williams,Daniel Sperling,Evan Boecking
70,70,Atlanta Hustle,AUDL 2018,Kelvin,Kelvin Williams,Kelvin Williams,Daniel Sperling,Taylor Minch
71,71,Atlanta Hustle,AUDL 2016,Kelvin W,Kelvin Williams,Kelvin Williams,Steven Hicks,Daniel Sperling
72,72,Atlanta Hustle,AUDL 2016,Knowles,Matthew Knowles,Matthew Knowles,Mark Poole,Allan Laviolette
73,73,Atlanta Hustle,AUDL 2017,Knowles,Matthew Knowles,Matthew Knowles,Allan Laviolette,Karl Staber
74,74,Atlanta Hustle,AUDL 2018,Knowles,Matthew Knowles,Matthew Knowles,Jason Crowe,Allan Laviolette
75,75,Atlanta Hustle,AUDL 2015,Kyle S,Kyle Stapleton,Kyle Stapleton,Sean Sears,Blake Hannah
76,76,Atlanta Hustle,AUDL 2016,Kyle S,Kyle Stapleton,Kyle Stapleton,Karl Staber,Sean Sears
77,77,Atlanta Hustle,AUDL 2017,Kyle S,Kyle Stapleton,Kyle Stapleton,Karl Staber,Sean Sears
78,78,Atlanta Hustle,AUDL 2018,Kyle S,Kyle Stapleton,Kyle Stapleton,Tyler French,Taylor Minch
79,79,Atlanta Hustle,AUDL 2017,Lally,Paul Lally,Paul Lally,Evan Caldwell,Dylan Tunnell
80,80,Atlanta Hustle,AUDL 2016,Leonard,Max Leonard,Max Leonard,Sean Sears,Ben Breault
81,81,Atlanta Hustle,AUDL 2017,Leonard,Max Leonard,Max Leonard,Sean Sears,Stan Birdsong
82,82,Atlanta Hustle,AUDL 2016,Little,Sam Little,Sam Little,Matthew Knowles,Christian Olsen
83,83,Atlanta Hustle,AUDL 2016,M Smith,Matt Smith,Matt Smith,Sam Little,Will Carmichael
84,84,Atlanta Hustle,AUDL 2017,M Smith,Matt Smith,Matt Smith,Micah Jo,Sam Gainer
85,85,Atlanta Hustle,AUDL 2015,M Spear,Michael Spear,Michael Spear,Sean Sears,Jay Clark
86,86,Atlanta Hustle,AUDL 2015,M. Poole,Mark Poole,Mark Poole,Matthew Knowles,Brian Moore
87,87,Atlanta Hustle,AUDL 2015,Matt K.,Matt Smith,Matt Smith,Matthew Knowles,Mark Poole
88,88,Atlanta Hustle,AUDL 2015,Matt S,Matt Smith,Matt Smith,Matthew Knowles,Michael Spear
89,89,Atlanta Hustle,AUDL 2018,Matt S,Matt Smith,Matt Smith,Matthew Knowles,Mason Cary
90,90,Atlanta Hustle,AUDL 2017,Micah Jo,Micah Jo,Micah Jo,Matthew Knowles,Max Leonard
91,91,Atlanta Hustle,AUDL 2018,Micah Jo,Matthew Knowles,Matthew Knowles,Taylor Minch,Mike Tillotson
92,92,Atlanta Hustle,AUDL 2018,Minch,Taylor Minch,Taylor Minch,Matt Smith,Tyler French
93,93,Atlanta Hustle,AUDL 2016,NHaskell,Nathan Haskell,Nathan Haskell,Dylan Tunnell,Daniel Sperling
94,94,Atlanta Hustle,AUDL 2017,Newman,Martin Newman,Martin Newman,Sean Sears,Nathan Vickroy
95,95,Atlanta Hustle,AUDL 2017,Parker,Parker Bray,Parker Bray,Karl Staber,Sam Gainer
96,96,Atlanta Hustle,AUDL 2018,Parker,Parker Bray,Parker Bray,Patrick Dougherty,Carter Rae
97,97,Atlanta Hustle,AUDL 2018,Patrick,Patrick Dougherty,Patrick Dougherty,Player Pierce,Parker Bray
98,98,Atlanta Hustle,AUDL 2017,Perivier,Jacques Perivier,Jacques Perivier,Parker Bray,Jaime Perez
99,99,Atlanta Hustle,AUDL 2018,Perivier,Jacques Perivier,Jacques Perivier,Player Pierce,Parker Bray
100,100,Atlanta Hustle,AUDL 2018,Player,Player Pierce,Player Pierce,Parker Bray,Sam Gainer
101,101,Atlanta Hustle,AUDL 2016,Poole,Mark Poole,Mark Poole,Frank Wooten,Jon Fey
102,102,Atlanta Hustle,AUDL 2015,R James,Ryan James,Ryan James,Robert Bradham,Sebbi Di Francesco
103,103,Atlanta Hustle,AUDL 2015,R Runner,Robert Runner,Robert Runner,Dylan Tunnell,Ryan James
104,104,Atlanta Hustle,AUDL 2015,RBradham,Robert Bradham,Robert Bradham,Ryan James,Ryan Archibald
105,105,Atlanta Hustle,AUDL 2015,RSimmons,Ryans Simmons,Ryans Simmons,Sean Sears,Ryan James
106,106,Atlanta Hustle,AUDL 2018,Rae,Carter Rae,Carter Rae,Sam Gainer,
107,107,Atlanta Hustle,AUDL 2018,Rogers,Devon Rogers,Devon Rogers,Josh Turner,Patrick Dougherty
108,108,Atlanta Hustle,AUDL 2016,Runner,Robert Runner,Robert Runner,Dylan Tunnell,Sam Gainer
109,109,Atlanta Hustle,AUDL 2015,S Sears,Sean Sears,Sean Sears,Michael Spear,Jay Clark
110,110,Atlanta Hustle,AUDL 2015,S. Hicks,Steven Hicks,Steven Hicks,Sun Choi,Trenton Spinks
111,111,Atlanta Hustle,AUDL 2016,Sansbury,Bryan Sansbury,Bryan Sansbury,Sean Sears,Sam Gainer
112,112,Atlanta Hustle,AUDL 2016,Sears,Sean Sears,Sean Sears,Stan Birdsong,Sam Gainer
113,113,Atlanta Hustle,AUDL 2017,Sears,Sean Sears,Sean Sears,Stan Birdsong,Sam Gainer
114,114,Atlanta Hustle,AUDL 2015,Sebbi D,Sebbi Di Francesco,Sebbi Di Francesco,Sean Sears,Steven Hicks
115,115,Atlanta Hustle,AUDL 2016,Sperling,Daniel Sperling,Daniel Sperling,Anders Olsen,Stan Birdsong
116,116,Atlanta Hustle,AUDL 2017,Sperling,Daniel Sperling,Daniel Sperling,Anders Olsen,Stan Birdsong
117,117,Atlanta Hustle,AUDL 2018,Sperling,Daniel Sperling,Daniel Sperling,Anders Olsen,Trenton Spinks
118,118,Atlanta Hustle,AUDL 2016,Staber,Karl Staber,Karl Staber,Sam Gainer,Stan Birdsong
119,119,Atlanta Hustle,AUDL 2017,Staber,Karl Staber,Karl Staber,Sam Gainer,Stan Birdsong
120,120,Atlanta Hustle,AUDL 2016,Sun,Sun Choi,Sun Choi,JP Burns,Sean Sears
121,121,Atlanta Hustle,AUDL 2017,Sun,Sun Choi,Sun Choi,JP Burns,Sean Sears
122,122,Atlanta Hustle,AUDL 2018,Sun,Sun Choi,Sun Choi,JP Burns,Sam Gainer
123,123,Atlanta Hustle,AUDL 2015,Sun Choi,Sun Choi,Sun Choi,Devin Cox,Steven Hicks
124,124,Atlanta Hustle,AUDL 2015,T Spinks,Trenton Spinks,Trenton Spinks,Ryans Simmons,Steven Hicks
125,125,Atlanta Hustle,AUDL 2015,TGoforth,Taylor Goforth,Taylor Goforth,Robert Bradham,Brian Moore
126,126,Atlanta Hustle,AUDL 2016,The Law,,Max Leonard,Ben Breault,
127,127,Atlanta Hustle,AUDL 2017,Thor,,Austin Taylor,Taylor Goforth,Sun Choi
128,128,Atlanta Hustle,AUDL 2018,Thor,,Taylor Minch,Austin Taylor,Sun Choi
129,129,Atlanta Hustle,AUDL 2016,Tree,,Trenton Spinks,David Berendes,
130,130,Atlanta Hustle,AUDL 2017,Tree,,Josh Turner,Trenton Spinks,
131,131,Atlanta Hustle,AUDL 2016,Trenton,Trenton Spinks,Trenton Spinks,Kyle Stapleton,Max Leonard
132,132,Atlanta Hustle,AUDL 2017,Trenton,Trenton Spinks,Trenton Spinks,Kyle Stapleton,Max Leonard
133,133,Atlanta Hustle,AUDL 2018,Trenton,Trenton Spinks,Trenton Spinks,Tyler French,Mike Tillotson
134,134,Atlanta Hustle,AUDL 2016,Vickroy,Nathan Vickroy,Nathan Vickroy,Elliott Erickson,Steven Hicks
135,135,Atlanta Hustle,AUDL 2017,Vickroy,Nathan Vickroy,Nathan Vickroy,Micah Jo,Stan Birdsong
136,136,Atlanta Hustle,AUDL 2016,Walsh,,Taylor Goforth,Will Carmichael,Christian Olsen
137,137,Atlanta Hustle,AUDL 2016,Will,Will Carmichael,Will Carmichael,Kelvin Williams,Daniel Sperling
138,138,Atlanta Hustle,AUDL 2018,Will L,Will Lindquist,Will Lindquist,Kelvin Williams,Allan Laviolette
139,139,Atlanta Hustle,AUDL 2016,Wooten,Frank Wooten,Frank Wooten,Mark Poole,Steven Hicks
140,140,Atlanta Hustle,AUDL 2016,Yusuf,Yusuf Abdullah,Yusuf Abdullah,JP Burns,
141,141,Atlanta Hustle,AUDL 2017,Yusuf,Yusuf Abdullah,Yusuf Abdullah,JP Burns,
142,142,Atlanta Hustle,AUDL 2018,Yusuf,Yusuf Abdullah,Yusuf Abdullah,JP Burns,
143,143,Austin Sol,AUDL 2018,A Davis,Aubrey Davis,Aubrey Davis,Kamron Daftari,Robert Lewis
144,144,Austin Sol,AUDL 2018,A Walch,Andrew Walch,Andrew Walch,Mick Walter,Jerrod Wolfe
145,145,Austin Sol,AUDL 2018,ABrouwer,Alex Brouwer,Alex Brouwer,Brian Gfroerer,Brett Gramann
146,146,Austin Sol,AUDL 2018,B Adams,Brendan Adams,Brendan Adams,Brett Gramann,Kiran Thomas
147,147,Austin Sol,AUDL 2018,B Gfroer,Brian Gfroerer,Brian Gfroerer,Alex Brouwer,Brett Gramann
148,148,Austin Sol,AUDL 2018,B Gramma,Brett Gramann,Brett Gramann,Kiran Thomas,Christopher Grimm
149,149,Austin Sol,AUDL 2016,Bautis V,Victor Bautista,Victor Bautista,Nash Mock,Ben Lewis
150,150,Austin Sol,AUDL 2017,Bautis V,Victor Bautista,Victor Bautista,Carlos Vargas,Nash Mock
151,151,Austin Sol,AUDL 2016,Bennet M,Mitchell Bennett,Mitchell Bennett,Ben Lewis,Brett Gramann
152,152,Austin Sol,AUDL 2017,Bennet M,Mitchell Bennett,Mitchell Bennett,Brandon Dial,Brett Gramann
153,153,Austin Sol,AUDL 2017,Best J,Jason Best,Jason Best,Brett Gramann,
154,154,Austin Sol,AUDL 2017,Biersc M,Matthew Bierschenk,Matthew Bierschenk,Nash Mock,Michael Matthis
155,155,Austin Sol,AUDL 2018,Bigley,Ryan Bigley,Ryan Bigley,Mick Walter,Valley Renshaw
156,156,Austin Sol,AUDL 2016,Bigley R,Ryan Bigley,Ryan Bigley,Ben Lewis,Michael Hays
157,157,Austin Sol,AUDL 2017,Bigley R,Ryan Bigley,Ryan Bigley,Kyle Henke,Michael Hays
158,158,Austin Sol,AUDL 2016,Boyea D,David Boyea,David Boyea,Ben Lewis,Ryan Bigley
159,159,Austin Sol,AUDL 2016,Brooks C,Chris Brooks,Chris Brooks,Joel Clutton,Jerrod Wolfe
160,160,Austin Sol,AUDL 2017,Brooks C,Chris Brooks,Chris Brooks,Brandon Dial,Carlos Vargas
161,161,Austin Sol,AUDL 2018,C Brooks,Chris Brooks,Chris Brooks,Max Cook,Joshua Zdrodowski
162,162,Austin Sol,AUDL 2018,C Cunnin,Chase Cunningham,Chase Cunningham,Tyler Chiu,John Cecil
163,163,Austin Sol,AUDL 2018,C Grimm,Christopher Grimm,Christopher Grimm,Brett Gramann,Corey Mika
164,164,Austin Sol,AUDL 2018,C Mika,Corey Mika,Corey Mika,Mick Walter,Nash Mock
165,165,Austin Sol,AUDL 2018,C Vargas,Carlos Vargas,Carlos Vargas,Doug Richardson,Corey Mika
166,166,Austin Sol,AUDL 2017,Cecil J,John Cecil,John Cecil,Michael Hays,Chris Brooks
167,167,Austin Sol,AUDL 2016,Clutto J,Joel Clutton,Joel Clutton,,
168,168,Austin Sol,AUDL 2016,Cunnin C,Chase Cunningham,Chase Cunningham,Chris Brooks,
169,169,Austin Sol,AUDL 2017,Cunnin C,Chase Cunningham,Chase Cunningham,John Cecil,Chris Brooks
170,170,Austin Sol,AUDL 2018,D Richar,Doug Richardson,Doug Richardson,Mick Walter,Michael Natenberg
171,171,Austin Sol,AUDL 2017,Daftar K,Kamron Daftari,Kamron Daftari,Nathan Sany,Paul Starkel
172,172,Austin Sol,AUDL 2017,Davis A,Aubrey Davis,Aubrey Davis,Nash Mock,Jason Best
173,173,Austin Sol,AUDL 2017,Deneco C,Caleb Denecour,Caleb Denecour,Kyle Henke,John Cecil
174,174,Austin Sol,AUDL 2016,Denenc C,Caleb Denecour,Caleb Denecour,Ben Lewis,Daniel Poindexter
175,175,Austin Sol,AUDL 2017,Dial B,Brandon Dial,Michael Hays,Brandon Dial,Michael Matthis
176,176,Austin Sol,AUDL 2018,E Moore,Elliott Moore,Elliott Moore,Jeff Loskorn,Max Cook
177,177,Austin Sol,AUDL 2018,EPollack,Ethan Pollack,Ethan Pollack,Jason Holleran,Nash Mock
178,178,Austin Sol,AUDL 2017,Frohli J,Johnny Frohlichstein,Johnny Frohlichstein,John Cecil,Brandon Dial
179,179,Austin Sol,AUDL 2016,Graman B,Brett Gramann,Brett Gramann,Ryan Bigley,Christopher Sackmann
180,180,Austin Sol,AUDL 2017,Graman B,Brett Gramann,Brett Gramann,Jason Best,Ryan Bigley
181,181,Austin Sol,AUDL 2016,Halpri K,Kevin Halprin,Kevin Halprin,Eric Hillis,David Boyea
182,182,Austin Sol,AUDL 2016,Hays M,Michael Hays,Nash Mock,Michael Hays,Lucky Mosola
183,183,Austin Sol,AUDL 2017,Hays M,Michael Hays,Nash Mock,Michael Hays,Jason Best
184,184,Austin Sol,AUDL 2017,Henke K,Kyle Henke,Kyle Henke,Steven Naji,Logan Kinney
185,185,Austin Sol,AUDL 2016,Hillis E,Eric Hillis,Eric Hillis,Michael Matthis,Mitchell Bennett
186,186,Austin Sol,AUDL 2016,Holler J,Jason Holleran,Jason Holleran,Carson Wilder,Rory Orloff
187,187,Austin Sol,AUDL 2018,J Cecil,John Cecil,John Cecil,Tyler Chiu,Corey Mika
188,188,Austin Sol,AUDL 2018,J Wolfe,Jerrod Wolfe,Jerrod Wolfe,Jason Holleran,Mick Walter
189,189,Austin Sol,AUDL 2018,J Zdrodo,Joshua Zdrodowski,Joshua Zdrodowski,Jerrod Wolfe,Jeff Loskorn
190,190,Austin Sol,AUDL 2018,JCecil,John Cecil,John Cecil,Corey Mika,Jerrod Wolfe
191,191,Austin Sol,AUDL 2018,JHollera,Jason Holleran,Jason Holleran,Ethan Pollack,Valley Renshaw
192,192,Austin Sol,AUDL 2018,JLoskorn,Jeff Loskorn,Jeff Loskorn,Jason Holleran,John Cecil
193,193,Austin Sol,AUDL 2018,K Daftar,Kamron Daftari,Kamron Daftari,Mick Walter,Paul Starkel
194,194,Austin Sol,AUDL 2018,K Henke,Kyle Henke,Kyle Henke,Matt Bennett,Kevin Halprin
195,195,Austin Sol,AUDL 2018,K Thomas,Kiran Thomas,Kiran Thomas,Nicholas Whale,Jeff Loskorn
196,196,Austin Sol,AUDL 2018,Kamron D,Kamron Daftari,Kamron Daftari,Kiran Thomas,Carlos Vargas
197,197,Austin Sol,AUDL 2018,Kevin Ha,Kevin Halprin,Kevin Halprin,Steven Naji,Kiran Thomas
198,198,Austin Sol,AUDL 2016,Kinney L,Logan Kinney,Logan Kinney,Kevin Halprin,Ben Lewis
199,199,Austin Sol,AUDL 2017,Kinney L,Logan Kinney,Logan Kinney,Mitchell Bennett,Kyle Henke
200,200,Austin Sol,AUDL 2016,Lewis B,Ben Lewis,Ben Lewis,Chris Brooks,David Boyea
201,201,Austin Sol,AUDL 2016,Loskor J,Jeff Loskorn,Jeff Loskorn,Lucky Mosola,Rory Orloff
202,202,Austin Sol,AUDL 2017,Loskor J,Jeff Loskorn,Jeff Loskorn,Lucky Mosola,Rory Orloff
203,203,Austin Sol,AUDL 2018,M Biersc,Matthew Bierschenk,Matthew Bierschenk,Ryan Bigley,Mick Walter
204,204,Austin Sol,AUDL 2018,M Cook,Max Cook,Max Cook,Chris Brooks,Nash Mock
205,205,Austin Sol,AUDL 2018,M Natenb,Michael Natenberg,Michael Natenberg,Mick Walter,Matt Bennett
206,206,Austin Sol,AUDL 2018,M Walter,Mick Walter,Mick Walter,Michael Natenberg,Nicholas Whale
207,207,Austin Sol,AUDL 2018,MMatthis,Michael Matthis,Michael Matthis,Matthew Bierschenk,Matt Bennett
208,208,Austin Sol,AUDL 2018,MaBennet,Matt Bennett,Matt Bennett,Mitchell Bennett,Michael Natenberg
209,209,Austin Sol,AUDL 2016,Matthi M,Michael Matthis,Michael Matthis,Nash Mock,David Boyea
210,210,Austin Sol,AUDL 2017,Matthi M,Michael Matthis,Michael Matthis,Nash Mock,Matthew Bierschenk
211,211,Austin Sol,AUDL 2018,MiBennet,Mitchell Bennett,Matt Bennett,Mitchell Bennett,Michael Natenberg
212,212,Austin Sol,AUDL 2016,Mock N,Nash Mock,Nash Mock,Michael Hays,Lucky Mosola
213,213,Austin Sol,AUDL 2017,Mock N,Nash Mock,Nash Mock,Mick Walter,Michael Hays
214,214,Austin Sol,AUDL 2017,Moore E,Elliott Moore,Elliott Moore,Rory Orloff,Michael Hays
215,215,Austin Sol,AUDL 2016,Mosola L,Lucky Mosola,Lucky Mosola,Michael Hays,Joel Clutton
216,216,Austin Sol,AUDL 2017,Mosola L,Lucky Mosola,Lucky Mosola,Jason Best,Michael Hays
217,217,Austin Sol,AUDL 2018,Murphy,Sam Murphy,Sam Murphy,Aubrey Davis,
218,218,Austin Sol,AUDL 2018,N Whale,Nicholas Whale,Nicholas Whale,Mick Walter,Jerrod Wolfe
219,219,Austin Sol,AUDL 2018,Naji,Steven Naji,Steven Naji,Nash Mock,
220,220,Austin Sol,AUDL 2017,Naji S,Steven Naji,Steven Naji,Nathan Sany,Nash Mock
221,221,Austin Sol,AUDL 2018,Nash Moc,Nash Mock,Nash Mock,Ethan Pollack,Nicholas Whale
222,222,Austin Sol,AUDL 2016,Orloff R,Rory Orloff,Rory Orloff,Jerrod Wolfe,Jeff Loskorn
223,223,Austin Sol,AUDL 2017,Orloff R,Rory Orloff,Rory Orloff,Carlos Vargas,Jeff Loskorn
224,224,Austin Sol,AUDL 2018,P Starke,Paul Starkel,Paul Starkel,Kamron Daftari,Sam Murphy
225,225,Austin Sol,AUDL 2016,Poinde D,Daniel Poindexter,Daniel Poindexter,Logan Kinney,Andrew Walch
226,226,Austin Sol,AUDL 2016,Pollac E,Ethan Pollack,Ethan Pollack,Jason Holleran,Ryan Purcell
227,227,Austin Sol,AUDL 2017,Pollac E,Ethan Pollack,Ethan Pollack,Ryan Purcell,Paul Starkel
228,228,Austin Sol,AUDL 2016,Purcel R,Ryan Purcell,Ryan Purcell,Paul Starkel,Michael Hays
229,229,Austin Sol,AUDL 2017,Purcel R,Ryan Purcell,Ryan Purcell,Paul Starkel,Michael Hays
230,230,Austin Sol,AUDL 2018,R Lewis,Robert Lewis,Robert Lewis,John Cecil,Ryan Bigley
231,231,Austin Sol,AUDL 2018,R Orloff,Rory Orloff,Rory Orloff,Ryan Purcell,Ryan Bigley
232,232,Austin Sol,AUDL 2018,RPurcell,Ryan Purcell,Ryan Purcell,Paul Starkel,Mitchell Bennett
233,233,Austin Sol,AUDL 2017,Reinha J,Jake Reinhardt,Jake Reinhardt,Michael Hays,Michael Matthis
234,234,Austin Sol,AUDL 2016,Richar D,Doug Richardson,Doug Richardson,Michael Hays,Michael Matthis
235,235,Austin Sol,AUDL 2017,Richar D,Doug Richardson,Doug Richardson,Michael Hays,Jake Reinhardt
236,236,Austin Sol,AUDL 2018,Rogers,Ferdia Rogers,Ferdia Rogers,Robert Lewis,Doug Richardson
237,237,Austin Sol,AUDL 2016,Sackma C,Christopher Sackmann,Christopher Sackmann,Nash Mock,Michael Hays
238,238,Austin Sol,AUDL 2017,Sany N,Nathan Sany,Steven Naji,Nathan Sany,Jason Best
239,239,Austin Sol,AUDL 2017,Schafe J,Jason Schafer,Jason Schafer,Michael Hays,Michael Matthis
