id,Teamname,Tournament,Username,PlayerName
1894,Montreal Royal,AUDL 2016,Riopel,Jean-Philippe Riopel
1895,Montreal Royal,AUDL 2017,Riopel J,Jean-Philippe Riopel
1896,Montreal Royal,AUDL 2017,Saunders,Jacob Saunders
1897,Montreal Royal,AUDL 2018,Saunders,Jacob Saunders
1898,Montreal Royal,AUDL 2014,Shawn,Shawn St-Jean Timmins
1899,Montreal Royal,AUDL 2015,Shawn S,Shawn St-Jean Timmins
1900,Montreal Royal,AUDL 2016,Shawn T,Shawn St-Jean Timmins
1901,Montreal Royal,AUDL 2014,ShawnS,Shawn St-Jean Timmins
1902,Montreal Royal,AUDL 2015,Simon L,Simon-Philippe Lebel
1903,Montreal Royal,AUDL 2016,St-Denis,Olivier St-Denis
1904,Montreal Royal,AUDL 2018,Steve,Steve Bonneau
1905,Montreal Royal,AUDL 2017,Taylor J,Jordan Taylor
1906,Montreal Royal,AUDL 2017,Thivierg,Philippe Thivierge
1907,Montreal Royal,AUDL 2014,TimT,Tim Tsang
1908,Montreal Royal,AUDL 2017,TrJoncas,Christophe Tremblay-Joncas
1909,Montreal Royal,AUDL 2018,Vallee,Francis Vallee
1910,Montreal Royal,AUDL 2017,Vallee F,Francis Vallee
1911,Montreal Royal,AUDL 2016,Vall神__神_神･_神__･ｫ神･ｫ･ｩe,Francis Vallee
1912,Montreal Royal,AUDL 2015,Vince H,Vincent Houle
1913,Montreal Royal,AUDL 2017,Voelpel,Mike Voelpel
1914,Montreal Royal,AUDL 2015,Yoland C,Yoland Cabot
1915,Montreal Royal,AUDL 2014,YolandC,Yoland Cabot
1916,Montreal Royal,AUDL 2014,fredB,Fred Bredard
1917,Nashville NightWatch,AUDL 2016,A. Hill,Alex Hill
1918,Nashville NightWatch,AUDL 2016,AlexHill,Alex Hill
1919,Nashville NightWatch,AUDL 2018,Alongi,Robert Alongi
1920,Nashville NightWatch,AUDL 2017,Andy B,Andy Barnhart
1921,Nashville NightWatch,AUDL 2016,Avello,Zack Avello
1922,Nashville NightWatch,AUDL 2018,Avello,Zack Avello
1923,Nashville NightWatch,AUDL 2018,Badgett,Justin Badgett
1924,Nashville NightWatch,AUDL 2016,Balch,Ryan Balch
1925,Nashville NightWatch,AUDL 2016,Barczak,Tim Barczak
1926,Nashville NightWatch,AUDL 2016,Barney,Andy Barnhart
1927,Nashville NightWatch,AUDL 2015,Barnha A,Andy Barnhart
1928,Nashville NightWatch,AUDL 2016,Barnhart,Andy Barnhart
1929,Nashville NightWatch,AUDL 2018,Barry,Peter Barry
1930,Nashville NightWatch,AUDL 2016,Bates,Jordan Bates
1931,Nashville NightWatch,AUDL 2015,Bates J,Jordan Bates
1932,Nashville NightWatch,AUDL 2017,Ben B,Ben Breault
1933,Nashville NightWatch,AUDL 2017,Blake W,Blake Waldron
1934,Nashville NightWatch,AUDL 2018,Bradham,Robert Bradham
1935,Nashville NightWatch,AUDL 2015,Cain T,Tony Cain
1936,Nashville NightWatch,AUDL 2018,Caldwell,Evan Caldwell
1937,Nashville NightWatch,AUDL 2018,Calhoun,Chris Calhoun
1938,Nashville NightWatch,AUDL 2017,Cam S,Cameron Snook
1939,Nashville NightWatch,AUDL 2018,Cam S.,Cameron Snook
1940,Nashville NightWatch,AUDL 2017,Cam Snoo,Cameron Snook
1941,Nashville NightWatch,AUDL 2017,CamSnook,Cameron Snook
1942,Nashville NightWatch,AUDL 2016,Carden,John Carden
1943,Nashville NightWatch,AUDL 2017,Carden,John Carden
1944,Nashville NightWatch,AUDL 2018,Carden,John Carden
1945,Nashville NightWatch,AUDL 2015,Carden J,John Carden
1946,Nashville NightWatch,AUDL 2017,Carter R,Carter Rae
1947,Nashville NightWatch,AUDL 2017,Chase,Chase Hammond
1948,Nashville NightWatch,AUDL 2016,Chazin,Dan Chazin
1949,Nashville NightWatch,AUDL 2015,Chow J,Jason Chow
1950,Nashville NightWatch,AUDL 2017,Colin,Colin Grandon
1951,Nashville NightWatch,AUDL 2016,Conger,Tyler Conger
1952,Nashville NightWatch,AUDL 2017,Conger,Tyler Conger
1953,Nashville NightWatch,AUDL 2018,Conger,Tyler Conger
1954,Nashville NightWatch,AUDL 2015,Conger T,Tyler Conger
1955,Nashville NightWatch,AUDL 2017,Corey,Corey Hardesty
1956,Nashville NightWatch,AUDL 2018,Cox,Devin Cox
1957,Nashville NightWatch,AUDL 2017,Crim,Corey Hardesty
1958,Nashville NightWatch,AUDL 2016,Dahms,Jesse Dahms
1959,Nashville NightWatch,AUDL 2018,Dahms,Jesse Dahms
1960,Nashville NightWatch,AUDL 2018,Dan C,Devin Cox
1961,Nashville NightWatch,AUDL 2017,Danny On,Danny On
1962,Nashville NightWatch,AUDL 2016,Dayton,Michael Dayton
1963,Nashville NightWatch,AUDL 2018,Dayton,Michael Dayton
1964,Nashville NightWatch,AUDL 2015,Dayton M,Michael Dayton
1965,Nashville NightWatch,AUDL 2017,Eric S,Eric Sjostrom
1966,Nashville NightWatch,AUDL 2017,Eric Sjo,Eric Sjostrom
1967,Nashville NightWatch,AUDL 2017,Ethan D,Ethan Downs
1968,Nashville NightWatch,AUDL 2018,Flowers,Jacob Flowers
1969,Nashville NightWatch,AUDL 2015,Gallin M,Matthew Gallin
1970,Nashville NightWatch,AUDL 2017,Garrett,Garrett Wilson
1971,Nashville NightWatch,AUDL 2017,Grant W,Grant Waldron
1972,Nashville NightWatch,AUDL 2015,Hammon C,Chase Hammond
1973,Nashville NightWatch,AUDL 2018,Hammond,Chase Hammond
1974,Nashville NightWatch,AUDL 2015,Hannon W,Will Hannon
1975,Nashville NightWatch,AUDL 2018,Hardesty,Corey Hardesty
1976,Nashville NightWatch,AUDL 2018,Heacock,Ford Heacock
1977,Nashville NightWatch,AUDL 2015,Heath T,Tony Heath
1978,Nashville NightWatch,AUDL 2017,J Moore,Justin Moore
1979,Nashville NightWatch,AUDL 2016,J. Meade,Jon Meade
1980,Nashville NightWatch,AUDL 2016,J. Ortiz,Javier Ortiz
1981,Nashville NightWatch,AUDL 2016,J.Moore,Justin Moore
1982,Nashville NightWatch,AUDL 2018,Jaime,Eli Jaime
1983,Nashville NightWatch,AUDL 2017,Jake W,Jake Wright
1984,Nashville NightWatch,AUDL 2017,Javi,Javier Ortiz
1985,Nashville NightWatch,AUDL 2016,Javier,Javier Ortiz
1986,Nashville NightWatch,AUDL 2017,Jesse D,Jesse Dahms
1987,Nashville NightWatch,AUDL 2017,Jesse S,Jesse Shofner
1988,Nashville NightWatch,AUDL 2017,Justin,Justin Moore
1989,Nashville NightWatch,AUDL 2017,Justin S,Justin Schroeder
1990,Nashville NightWatch,AUDL 2017,Kyle W,Kyle Welch
1991,Nashville NightWatch,AUDL 2016,Lally,Paul Lally
1992,Nashville NightWatch,AUDL 2018,Lally,Paul Lally
1993,Nashville NightWatch,AUDL 2015,Lally P,Paul Lally
1994,Nashville NightWatch,AUDL 2017,Lindsey,Patrick Lindsey
1995,Nashville NightWatch,AUDL 2016,Mac,Mac McClellan
1996,Nashville NightWatch,AUDL 2018,Mac,Mac McClellan
1997,Nashville NightWatch,AUDL 2017,Mac m,Mac McClellan
1998,Nashville NightWatch,AUDL 2017,Mark,Mark Philipson
1999,Nashville NightWatch,AUDL 2015,Markle R,Ross Markle
2000,Nashville NightWatch,AUDL 2017,Matt R,Matt Russnogle
2001,Nashville NightWatch,AUDL 2018,Matt R.,Matt Russnogle
2002,Nashville NightWatch,AUDL 2017,Matt Rus,Matt Russnogle
2003,Nashville NightWatch,AUDL 2015,McClel M,Mac McClellan
2004,Nashville NightWatch,AUDL 2017,Mike D,Michael Dayton
2005,Nashville NightWatch,AUDL 2018,Moore,Josh Moore
2006,Nashville NightWatch,AUDL 2015,Moore J,Josh Moore
2007,Nashville NightWatch,AUDL 2018,Ortiz,Javier Ortiz
2008,Nashville NightWatch,AUDL 2015,Ortiz J,Javier Ortiz
2009,Nashville NightWatch,AUDL 2016,P. Lally,Paul Lally
2010,Nashville NightWatch,AUDL 2016,Paicely,Adam Paicely
2011,Nashville NightWatch,AUDL 2018,Parris,Benjamin Parris
2012,Nashville NightWatch,AUDL 2017,PatrickD,Patrick Dougherty
2013,Nashville NightWatch,AUDL 2018,Payne,Xavier Payne
2014,Nashville NightWatch,AUDL 2016,Peak,Chris Peak
2015,Nashville NightWatch,AUDL 2015,Pepper N,Nick Peppers
2016,Nashville NightWatch,AUDL 2016,Peppers,Nick Peppers
2017,Nashville NightWatch,AUDL 2018,Petty,Zac Petty
2018,Nashville NightWatch,AUDL 2016,Phil D,Phillip Dougherty
2019,Nashville NightWatch,AUDL 2017,Phil D,Phillip Dougherty
2020,Nashville NightWatch,AUDL 2018,Phil D.,Phil Dougherty
2021,Nashville NightWatch,AUDL 2016,Pierce,Player Pierce
2022,Nashville NightWatch,AUDL 2018,Poulos,Stephen Poulos
2023,Nashville NightWatch,AUDL 2015,Radcli T,Tom Radcliffe
2024,Nashville NightWatch,AUDL 2016,Radcliff,Tom Radcliffe
2025,Nashville NightWatch,AUDL 2017,Radcliff,Tom Radcliffe
2026,Nashville NightWatch,AUDL 2016,Rae,Carter Rae
2027,Nashville NightWatch,AUDL 2016,Ray D,Ray Davenport
2028,Nashville NightWatch,AUDL 2017,Ray D,Ray Davenport
2029,Nashville NightWatch,AUDL 2015,Reed D,Dan Reed
2030,Nashville NightWatch,AUDL 2017,Robert H,
2031,Nashville NightWatch,AUDL 2018,Russnog,Matt Russnogle
2032,Nashville NightWatch,AUDL 2015,Sansbu B,Bryan Sansbury
2033,Nashville NightWatch,AUDL 2018,Schroder,Justin Schroeder
2034,Nashville NightWatch,AUDL 2018,Seay,Ryan Seay
2035,Nashville NightWatch,AUDL 2016,Sjostrom,Eric Sjostrom
2036,Nashville NightWatch,AUDL 2017,Slater,
2037,Nashville NightWatch,AUDL 2018,Snook,Cameron Snook
2038,Nashville NightWatch,AUDL 2016,Stewart,Craig Stewart
2039,Nashville NightWatch,AUDL 2015,Strass F,Frank Strasser
2040,Nashville NightWatch,AUDL 2016,Strasser,Frank Strasser
2041,Nashville NightWatch,AUDL 2018,Stroble,
2042,Nashville NightWatch,AUDL 2016,Tannon,Tannon Hedges
2043,Nashville NightWatch,AUDL 2015,Terry K,Kevin Terry
2044,Nashville NightWatch,AUDL 2016,Tom,Tom Radcliffe
2045,Nashville NightWatch,AUDL 2015,Trett D,David Trett
2046,Nashville NightWatch,AUDL 2016,Venezia,Michael Venezia
2047,Nashville NightWatch,AUDL 2016,Volz,Michael Volz
2048,Nashville NightWatch,AUDL 2015,Waldro B,Blake Waldron
2049,Nashville NightWatch,AUDL 2016,Waldron,Grant Waldron
2050,Nashville NightWatch,AUDL 2016,Welch,Kyle Welch
2051,Nashville NightWatch,AUDL 2018,Wilkes,Sullivan Wilkes
2052,Nashville NightWatch,AUDL 2015,Willia E,Eric Williams
2053,Nashville NightWatch,AUDL 2018,Wilson,Garrett Wilson
2054,Nashville NightWatch,AUDL 2016,Wright,Jake Wright
2055,Nashville NightWatch,AUDL 2018,Wright,Jake Wright
2056,Nashville NightWatch,AUDL 2015,Wright J,Jake Wright
2057,Nashville NightWatch,AUDL 2015,Wu V,Victor Wu
2058,Nashville NightWatch,AUDL 2017,Xavier,Xavier Payne
2059,Nashville NightWatch,AUDL 2017,Z Avello,Zechariah Avello
2060,Nashville NightWatch,AUDL 2016,Z.Avello,Zack Avello
2061,New York Empire,AUDL 2018,Alladi S,Shashank Alladi
2062,New York Empire,AUDL 2016,Alorro J,Josh Alorro
2063,New York Empire,AUDL 2017,Alorro J,Josh Alorro
2064,New York Empire,AUDL 2018,Alorro J,Josh Alorro
2065,New York Empire,AUDL 2015,Aulett M,Matt Auletta
2066,New York Empire,AUDL 2016,Aulett M,Matt Auletta
2067,New York Empire,AUDL 2017,Aulett M,Matt Auletta
2068,New York Empire,AUDL 2018,Aulett M,Matt Auletta
2069,New York Empire,AUDL 2015,Awerbu B,Brendan Awerbuch
2070,New York Empire,AUDL 2016,Awerbu B,Brendan Awerbuch
2071,New York Empire,AUDL 2015,Babbin J,Joe Babbino
2072,New York Empire,AUDL 2016,Babbin J,Joe Babbino
2073,New York Empire,AUDL 2016,Babbit J,Jeff Babbitt
2074,New York Empire,AUDL 2017,Babbit J,Jeff Babbitt
2075,New York Empire,AUDL 2018,Babbit J,Jeff Babbitt
2076,New York Empire,AUDL 2015,Baum M,Matt Baum
2077,New York Empire,AUDL 2015,Bemis E,Eliot Bemis
2078,New York Empire,AUDL 2016,Bemis E,Eliot Bemis
2079,New York Empire,AUDL 2014,Ben I,Ben Ivers
2080,New York Empire,AUDL 2014,Billy K,Billy Katz
2081,New York Empire,AUDL 2014,Brenda A,Brendan Awerbuch
2082,New York Empire,AUDL 2015,Brooks T,Taylor Brooks
2083,New York Empire,AUDL 2016,Brooks T,Taylor Brooks
2084,New York Empire,AUDL 2017,Brooks T,Taylor Brooks
2085,New York Empire,AUDL 2018,Brownl M,Marques Brownlee
2086,New York Empire,AUDL 2015,Bryant I,Isaiah Bryant
2087,New York Empire,AUDL 2017,Bryant I,Isaiah Bryant
2088,New York Empire,AUDL 2016,Cofer C,Clark Cofer
2089,New York Empire,AUDL 2017,Cofer C,Clark Cofer
2090,New York Empire,AUDL 2017,Cox C,Craig Cox
2091,New York Empire,AUDL 2014,Dennis M,Dennis M
2092,New York Empire,AUDL 2014,Derek Y,Derek Yan
2093,New York Empire,AUDL 2015,Dixon G,Gary Dixon
2094,New York Empire,AUDL 2016,Dixon G,Gary Dixon
2095,New York Empire,AUDL 2018,Doyle L,Lauren Doyle
2096,New York Empire,AUDL 2015,Drost M,Mike Drost
2097,New York Empire,AUDL 2016,Drost M,Mike Drost
2098,New York Empire,AUDL 2017,Drost M,Mike Drost
2099,New York Empire,AUDL 2018,Drost M,Mike Drost
2100,New York Empire,AUDL 2015,Drost R,Ryan Drost
2101,New York Empire,AUDL 2016,Drost R,Ryan Drost
2102,New York Empire,AUDL 2017,Drost R,Ryan Drost
2103,New York Empire,AUDL 2018,Drost R,Ryan Drost
2104,New York Empire,AUDL 2014,Eliot B,Eliot Bemis
2105,New York Empire,AUDL 2015,Farrel T,Timmer Farrell
2106,New York Empire,AUDL 2015,Flint J,Flint 
2107,New York Empire,AUDL 2017,Garvey H,Harper Garvey
2108,New York Empire,AUDL 2018,Garvey H,Harper Garvey
2109,New York Empire,AUDL 2016,Geragh J,John Geraghty
2110,New York Empire,AUDL 2015,Guerin I,Ian Guerin
2111,New York Empire,AUDL 2016,Guerin I,Ian Guerin
2112,New York Empire,AUDL 2017,Guerin I,Ian Guerin
2113,New York Empire,AUDL 2017,Haskel T,Tyler Haskell
2114,New York Empire,AUDL 2016,Holmes R,Ryan Holmes
2115,New York Empire,AUDL 2017,Holmes R,Ryan Holmes
2116,New York Empire,AUDL 2018,Holmes R,Ryan Holmes
2117,New York Empire,AUDL 2014,Isaac S,Isaac Saul
2118,New York Empire,AUDL 2014,Isaiah B,Isaiah Bryant
2119,New York Empire,AUDL 2018,Isik A,Alexander Isik
2120,New York Empire,AUDL 2015,Ivers B,Ben Ivers
2121,New York Empire,AUDL 2016,Ivers B,Ben Ivers
2122,New York Empire,AUDL 2017,Ivers B,Ben Ivers
2123,New York Empire,AUDL 2017,Jagt B,Ben Jagt
2124,New York Empire,AUDL 2018,Jagt B,Ben Jagt
2125,New York Empire,AUDL 2014,Jaime P,Jaime Perez
2126,New York Empire,AUDL 2014,Jesse L,Jesse Lieberman
2127,New York Empire,AUDL 2014,Joe B,Joe Babbino
2128,New York Empire,AUDL 2014,Joe O,Joe Ouellette
2129,New York Empire,AUDL 2014,Joe S,Joe Santosus
2130,New York Empire,AUDL 2014,John I,John I
2131,New York Empire,AUDL 2014,Justin A,Justin Allen
2132,New York Empire,AUDL 2017,Kalmak P,Peter Kalmakis
2133,New York Empire,AUDL 2018,Kalmak P,Peter Kalmakis
2134,New York Empire,AUDL 2015,Katz B,Ben Katz
2135,New York Empire,AUDL 2016,Katz B,Ben Katz
2136,New York Empire,AUDL 2018,Katz B,Ben Katz
2137,New York Empire,AUDL 2016,Keegan S,Sean Keegan
2138,New York Empire,AUDL 2017,Keegan S,Sean Keegan
2139,New York Empire,AUDL 2014,Kevin V,Kevin Venose
2140,New York Empire,AUDL 2018,Kittre B,Beau Kittredge
2141,New York Empire,AUDL 2017,Kline C,Conor Kline
2142,New York Empire,AUDL 2018,Kline C,Conor Kline
2143,New York Empire,AUDL 2016,Kocher C,Chris Kocher
2144,New York Empire,AUDL 2017,Kocher C,Chris Kocher
2145,New York Empire,AUDL 2016,Komino T,Tim Kominos
2146,New York Empire,AUDL 2017,Komino T,Tim Kominos
2147,New York Empire,AUDL 2018,Komino T,Tim Kominos
2148,New York Empire,AUDL 2016,Kuzmow M,Markian Kuzmowycz
2149,New York Empire,AUDL 2017,Kuzmow M,Markian Kuzmowycz
2150,New York Empire,AUDL 2015,LeMar M,Matt LeMar
2151,New York Empire,AUDL 2018,LeMar M,Matt LeMar
2152,New York Empire,AUDL 2018,Lee E,Elliot Lee
2153,New York Empire,AUDL 2016,Lemar M,Matt Lemar
2154,New York Empire,AUDL 2017,Lemar M,Matt Lemar
2155,New York Empire,AUDL 2014,Lionel W,Lionel Wininger
2156,New York Empire,AUDL 2017,Little S,Sam Little
2157,New York Empire,AUDL 2015,Ludwig K,Ludwig K
2158,New York Empire,AUDL 2017,Ludwig K,Kevin Ludwig
2159,New York Empire,AUDL 2015,Marsh J,Jack Marsh
2160,New York Empire,AUDL 2014,Matt A,Matt Auletta
2161,New York Empire,AUDL 2014,Matt B,Matt Bode
2162,New York Empire,AUDL 2014,Matt L,Matt LeMar
2163,New York Empire,AUDL 2014,Matt S,Matt Stevens
2164,New York Empire,AUDL 2016,Mazur C,Chris Mazur
2165,New York Empire,AUDL 2015,McLaug B,Ludwig K
2166,New York Empire,AUDL 2014,Michae A,Michael A
2167,New York Empire,AUDL 2018,Mieser J,Jibran Mieser
2168,New York Empire,AUDL 2014,Mike D,Mike Drost
2169,New York Empire,AUDL 2016,Murphy O,Owen Murphy
2170,New York Empire,AUDL 2014,Noah S,Noah Saul
2171,New York Empire,AUDL 2016,Norton K,Kevin Norton
2172,New York Empire,AUDL 2017,Norton K,Kevin Norton
2173,New York Empire,AUDL 2015,Ouelle J,Joe Ouellette
2174,New York Empire,AUDL 2016,Ouelle J,Joe Ouellette
2175,New York Empire,AUDL 2018,Ouelle J,Joe Ouellette
2176,New York Empire,AUDL 2016,Pepper L,Leo Pepper
2177,New York Empire,AUDL 2016,Perez J,Jaime Perez
2178,New York Empire,AUDL 2017,Price J,Jake Price
2179,New York Empire,AUDL 2018,Price J,Jake Price
2180,New York Empire,AUDL 2014,Ross W,Ross Ward
2181,New York Empire,AUDL 2014,Ryan D,Ryan Drost
2182,New York Empire,AUDL 2018,Saffa R,Ryan Saffa
2183,New York Empire,AUDL 2014,Sam T,Sam Taylor
2184,New York Empire,AUDL 2016,Santos J,Joe Santosus
2185,New York Empire,AUDL 2017,Schlor C,Conrad Schloer
2186,New York Empire,AUDL 2014,Sean C,Sean Childers
2187,New York Empire,AUDL 2014,Seth C,Seth Canetti
2188,New York Empire,AUDL 2015,Skware K,Kamil Skwarek
2189,New York Empire,AUDL 2015,Snyder M,Snyder 
2190,New York Empire,AUDL 2018,Spielm B,Benjamin Spielman
2191,New York Empire,AUDL 2018,Stanto T,TJ Stanton
2192,New York Empire,AUDL 2014,Stephe P,Stephen Poulos
2193,New York Empire,AUDL 2015,Steven M,Matt Stevens
2194,New York Empire,AUDL 2016,Steven M,Matt Stevens
2195,New York Empire,AUDL 2017,Steven M,Matt Stevens
2196,New York Empire,AUDL 2018,Steven M,Matt Stevens
2197,New York Empire,AUDL 2014,Taylor B,Taylor Brooks
2198,New York Empire,AUDL 2015,Taylor S,Sam Taylor
2199,New York Empire,AUDL 2016,Taylor S,Sam Taylor
2200,New York Empire,AUDL 2017,Taylor S,Sam Taylor
2201,New York Empire,AUDL 2018,To Nori,Noriaki To
2202,New York Empire,AUDL 2015,Ward R,Ross Ward
2203,New York Empire,AUDL 2016,Ward R,Ross Ward
2204,New York Empire,AUDL 2017,Ward R,Ross Ward
2205,New York Empire,AUDL 2018,Ward R,Ross Ward
2206,New York Empire,AUDL 2015,Weiner M,Matt Wiener
2207,New York Empire,AUDL 2018,Weintr M,Matt Weintraub
2208,New York Empire,AUDL 2017,Weng F,Frank Weng
2209,New York Empire,AUDL 2018,Weng F,Frank Weng
2210,New York Empire,AUDL 2016,Wiener M,Matt Wiener
2211,New York Empire,AUDL 2017,Wiener M,Matt Wiener
2212,New York Empire,AUDL 2015,Wilkes A,Andrew Wilkes
2213,New York Empire,AUDL 2015,Wining L,Lionel Wininger
2214,New York Empire,AUDL 2016,Wining L,Lionel Wininger
2215,New York Empire,AUDL 2016,Wodatc J,John Wodatch
2216,New York Empire,AUDL 2017,Wodatc J,John Wodatch
2217,New York Empire,AUDL 2015,Ye R,Ruo Ye
2218,New York Empire,AUDL 2016,Ye R,Ruo Ye
2219,New York Empire,AUDL 2017,Ye R,Ruo Ye
2220,New York Empire,AUDL 2018,Ye R,Ruo Ye
2221,New York Empire,AUDL 2015,Yz I,
2222,New York Empire,AUDL 2018,Zalk A,Alexi Zalk
2223,Ottawa Outlaws,AUDL 2018,Adam O'D,Adam O'Donnell
2224,Ottawa Outlaws,AUDL 2018,Aidan H,Aidan Hayter
2225,Ottawa Outlaws,AUDL 2016,Alec A,Alec Arsenault
2226,Ottawa Outlaws,AUDL 2017,Alec A,Alec Arsenault
2227,Ottawa Outlaws,AUDL 2018,Alec A,Alec Arsenault
2228,Ottawa Outlaws,AUDL 2015,AlexandD,Derek Alexander
2229,Ottawa Outlaws,AUDL 2015,AlexandK,Ken Alexander
2230,Ottawa Outlaws,AUDL 2016,Andy C,Andy Corey
2231,Ottawa Outlaws,AUDL 2016,Andy O,Andrew Ouchterlony
2232,Ottawa Outlaws,AUDL 2017,Andy O,Andrew Ouchterlony
2233,Ottawa Outlaws,AUDL 2018,Andy O,Andrew Ouchterlony
2234,Ottawa Outlaws,AUDL 2015,ArsenauA,Alec Arsenault
2235,Ottawa Outlaws,AUDL 2018,Ben,Bryce Ring
2236,Ottawa Outlaws,AUDL 2015,BergM,Matthew Berg
2237,Ottawa Outlaws,AUDL 2017,Bevan,Geoff Bevan
2238,Ottawa Outlaws,AUDL 2015,BlackstL,Lance Blackstock
2239,Ottawa Outlaws,AUDL 2015,BoucherN,Nick Boucher
2240,Ottawa Outlaws,AUDL 2016,Bryce R,Bryce Ring
2241,Ottawa Outlaws,AUDL 2018,Bryce R,Bryce Ring
2242,Ottawa Outlaws,AUDL 2017,Carson T,Carson Turner
2243,Ottawa Outlaws,AUDL 2018,Carson T,Carson Turner
2244,Ottawa Outlaws,AUDL 2016,Colin F,Colin Froats
2245,Ottawa Outlaws,AUDL 2017,Colin F,Colin Froats
2246,Ottawa Outlaws,AUDL 2018,Colin F,Colin Froats
2247,Ottawa Outlaws,AUDL 2016,Colin G,Colin Green
2248,Ottawa Outlaws,AUDL 2016,Cooper B,Cooper Brotman
2249,Ottawa Outlaws,AUDL 2017,Cooper B,Cooper Brotman
2250,Ottawa Outlaws,AUDL 2015,CoreyA,Andy Corey
2251,Ottawa Outlaws,AUDL 2016,Craig F,Craig Froats
2252,Ottawa Outlaws,AUDL 2017,Craig F,Craig Froats
2253,Ottawa Outlaws,AUDL 2016,DJ,David Janssen
2254,Ottawa Outlaws,AUDL 2017,DJ,David Janssen
2255,Ottawa Outlaws,AUDL 2017,Dave H,David Hochhalter
2256,Ottawa Outlaws,AUDL 2018,David C,David Colic
2257,Ottawa Outlaws,AUDL 2016,Derek A,Derek Alexander
2258,Ottawa Outlaws,AUDL 2017,Derek A,Derek Alexander
2259,Ottawa Outlaws,AUDL 2018,Derek A,Derek Alexander
2260,Ottawa Outlaws,AUDL 2017,Erik H,Erik Hunter
2261,Ottawa Outlaws,AUDL 2018,Erik H,Erik Hunter
2262,Ottawa Outlaws,AUDL 2018,EtienneB,Etienne Blaszkewycz
2263,Ottawa Outlaws,AUDL 2015,ForestNL,Leon Forest-Nault
2264,Ottawa Outlaws,AUDL 2015,FroatsC,Colin Froats
2265,Ottawa Outlaws,AUDL 2015,GeeK,Kinley Gee
2266,Ottawa Outlaws,AUDL 2016,Geoff B,Geoff Bevan
2267,Ottawa Outlaws,AUDL 2018,Geoff B,Geoff Bevan
2268,Ottawa Outlaws,AUDL 2015,GoodkeyM,Matt Goodkey
2269,Ottawa Outlaws,AUDL 2015,GreenC,Colin Green
2270,Ottawa Outlaws,AUDL 2018,Greg E,Greg Ellis
2271,Ottawa Outlaws,AUDL 2015,HaigJ,John Haig
2272,Ottawa Outlaws,AUDL 2016,Harrison,Harrison Schwarzer
2273,Ottawa Outlaws,AUDL 2015,HillJ,Jeremy Hill
2274,Ottawa Outlaws,AUDL 2015,HogelM,Matthew Hogel
2275,Ottawa Outlaws,AUDL 2015,JanssenD,David Janssen
2276,Ottawa Outlaws,AUDL 2017,Jason D,Jason Duiella
2277,Ottawa Outlaws,AUDL 2016,Jeremy H,Jeremy Hill
2278,Ottawa Outlaws,AUDL 2017,Jeremy H,Jeremy Hill
2279,Ottawa Outlaws,AUDL 2018,JeremyH,Jeremy Hill
2280,Ottawa Outlaws,AUDL 2016,Jordan M,Jordan McGregor
2281,Ottawa Outlaws,AUDL 2017,Jordan M,Jordan McGregor
2282,Ottawa Outlaws,AUDL 2016,Karl L,Karl Loiseau
2283,Ottawa Outlaws,AUDL 2018,Karl L,Karl Loiseau
2284,Ottawa Outlaws,AUDL 2017,Ken,Ken Alexander
2285,Ottawa Outlaws,AUDL 2016,Ken A,Ken Alexander
2286,Ottawa Outlaws,AUDL 2018,Ken A,Ken Alexander
2287,Ottawa Outlaws,AUDL 2017,Khalid,Khalid Al-Zahrani
2288,Ottawa Outlaws,AUDL 2018,Khalid A,Khalid Al-Zahrani
2289,Ottawa Outlaws,AUDL 2016,Kielan W,Kielan Way
2290,Ottawa Outlaws,AUDL 2016,Kinley G,Kinley Gee
2291,Ottawa Outlaws,AUDL 2017,Kinley G,Kinley Gee
2292,Ottawa Outlaws,AUDL 2018,Kinley G,Kinley Gee
2293,Ottawa Outlaws,AUDL 2017,Kyle,Kyle Cantal
2294,Ottawa Outlaws,AUDL 2018,Kyle C,Kyle Cantal
2295,Ottawa Outlaws,AUDL 2016,Lance B,Lance Blackstock
2296,Ottawa Outlaws,AUDL 2018,Lance B,Lance Blackstock
2297,Ottawa Outlaws,AUDL 2016,Laurent,Laurent Loiseau
2298,Ottawa Outlaws,AUDL 2017,Laurent,Laurent Loiseau
2299,Ottawa Outlaws,AUDL 2018,LaurentA,Laurent Loiseau
2300,Ottawa Outlaws,AUDL 2018,LaurentL,Laurent Loiseau
2301,Ottawa Outlaws,AUDL 2015,LeeM,Mike Lee
2302,Ottawa Outlaws,AUDL 2015,LoiseauK,Karl Loiseau
2303,Ottawa Outlaws,AUDL 2015,LoiseauL,Karl Loiseau
2304,Ottawa Outlaws,AUDL 2017,Luca M,Luca Miglioretto
2305,Ottawa Outlaws,AUDL 2016,Luke P,Mike Lee
2306,Ottawa Outlaws,AUDL 2016,Leon FN,Leon Forest-Nault
2307,Ottawa Outlaws,AUDL 2017,Leon FN,Leon Forest-Nault
2308,Ottawa Outlaws,AUDL 2016,M Berg,Matthew Berg
2309,Ottawa Outlaws,AUDL 2016,M Hogel,Matthew Hogel
2310,Ottawa Outlaws,AUDL 2018,M Lee,Mike Lee
2311,Ottawa Outlaws,AUDL 2016,M OBrien,Matt O'Brien
2312,Ottawa Outlaws,AUDL 2018,Matt O'B,Matt O'Brien
