,Year,Name,Teamname,Goals,Catches,Drops,Assists,Throws,Completions,Throwaways,Throws Dropped,Throws Recorded with Yardage,Fouls Against,Stalls,Blocks,Callahans,Pulls,Pulls (Out-of-bounds),Pulls Recorded with Yardage,Pulls (Inbounds) Recorded with Yardage,Throwing Yards,Lateral Throwing Yards,Forward Throwing Yards,Pull Yards,Pull Yards (Inbounds),Completion Percentage,Catches Per Goals,Throws Per Assist,Throwaway Percentage,Drop Percentage,Yards Per Throw,Yards Per Pull,Yards Per Pull (Inbounds)
1633,AUDL 2016,Nate Castine,DC Breeze,3.0,60.0,0.0,9.0,79.0,70.0,8.0,1.0,0.0,0.0,0.0,5.0,0.0,55.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.60759493670885,20.0,8.777777777777779,0.10126582278481013,0.0,0.0,0.0,0.0
1634,AUDL 2016,Nate Page,Indianapolis AlleyCats,18.0,106.0,3.0,9.0,112.0,95.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.82142857142857,5.888888888888889,12.444444444444445,0.15178571428571427,0.027522935779816515,0.0,0.0,0.0
1635,AUDL 2016,Nate Thibedeau,Madison Radicals,18.0,83.0,0.0,12.0,69.0,66.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.65217391304348,4.611111111111111,5.75,0.028985507246376812,0.0,0.0,0.0,0.0
1637,AUDL 2016,Nathan Hirst,Toronto Rush,17.0,222.0,2.0,24.0,280.0,265.0,12.0,2.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.64285714285714,13.058823529411764,11.666666666666666,0.04285714285714286,0.008928571428571428,0.0,0.0,0.0
1638,AUDL 2016,Nathan Vickroy,Atlanta Hustle,32.0,219.0,1.0,33.0,191.0,172.0,16.0,3.0,0.0,0.0,0.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0523560209424,6.84375,5.787878787878788,0.08376963350785341,0.004545454545454545,0.0,0.0,0.0
1639,AUDL 2016,Nathan White,San Francisco FlameThrowers,1.0,92.0,0.0,12.0,116.0,108.0,7.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.10344827586206,92.0,9.666666666666666,0.0603448275862069,0.0,0.0,0.0,0.0
1640,AUDL 2016,Neal Phelps,Chicago Wildfire,1.0,89.0,1.0,3.0,89.0,82.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.13483146067416,89.0,29.666666666666668,0.07865168539325842,0.011111111111111112,0.0,0.0,0.0
1642,AUDL 2016,Nick Boucher,Ottawa Outlaws,6.0,115.0,4.0,23.0,166.0,130.0,32.0,4.0,0.0,0.0,0.0,31.0,0.0,170.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.3132530120482,19.166666666666668,7.217391304347826,0.1927710843373494,0.03361344537815126,0.0,0.0,0.0
1644,AUDL 2016,Nick Heid,Minnesota Wind Chill,1.0,102.0,1.0,13.0,125.0,109.0,14.0,2.0,0.0,0.0,0.0,5.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.2,102.0,9.615384615384615,0.112,0.009708737864077669,0.0,0.0,0.0
1645,AUDL 2016,Nick Hutton,Indianapolis AlleyCats,9.0,86.0,3.0,13.0,96.0,72.0,20.0,4.0,0.0,0.0,0.0,15.0,0.0,155.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,9.555555555555555,7.384615384615385,0.20833333333333334,0.033707865168539325,0.0,0.0,0.0
1647,AUDL 2016,Nick Raisch,San Jose Spiders,1.0,38.0,1.0,1.0,55.0,51.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.72727272727272,38.0,55.0,0.07272727272727272,0.02564102564102564,0.0,0.0,0.0
1649,AUDL 2016,Nick Wetzel,Cincinnati Revolution,4.0,92.0,2.0,4.0,119.0,105.0,13.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.23529411764706,23.0,29.75,0.1092436974789916,0.02127659574468085,0.0,0.0,0.0
1651,AUDL 2016,Nicky Spiva,DC Breeze,4.0,163.0,0.0,33.0,261.0,229.0,31.0,1.0,0.0,0.0,0.0,21.0,1.0,61.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.73946360153256,40.75,7.909090909090909,0.11877394636015326,0.0,0.0,0.0,0.0
1652,AUDL 2016,Nico Lake,DC Breeze,2.0,84.0,1.0,8.0,128.0,123.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.09375,42.0,16.0,0.0234375,0.011764705882352941,0.0,0.0,0.0
1653,AUDL 2016,Nicolas Brochu,Montreal Royal,5.0,157.0,0.0,8.0,217.0,192.0,17.0,8.0,26.0,0.0,0.0,6.0,0.0,44.0,1.0,30.0,30.0,480.99999999999994,255.1,307.0,2533.7,2533.7,88.47926267281106,31.4,27.125,0.07834101382488479,0.0,18.499999999999996,84.45666666666666,84.45666666666666
1655,AUDL 2016,Noah Saul,Raleigh Flyers,3.0,131.0,0.0,18.0,200.0,175.0,17.0,8.0,0.0,0.0,0.0,11.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,43.666666666666664,11.11111111111111,0.085,0.0,0.0,0.0,0.0
1656,AUDL 2016,Oliver Telfer,Vancouver Riptide,10.0,110.0,3.0,8.0,123.0,117.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.1219512195122,11.0,15.375,0.04065040650406504,0.02654867256637168,0.0,0.0,0.0
1657,AUDL 2016,Owen Murphy,New York Empire,9.0,341.0,2.0,17.0,404.0,386.0,17.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.54455445544554,37.888888888888886,23.764705882352942,0.04207920792079208,0.0058309037900874635,0.0,0.0,0.0
1659,AUDL 2016,Pat Earles,Pittsburgh Thunderbirds,1.0,128.0,1.0,28.0,152.0,133.0,15.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,128.0,5.428571428571429,0.09868421052631579,0.007751937984496124,0.0,0.0,0.0
1660,AUDL 2016,Pat Hammonds,Pittsburgh Thunderbirds,14.0,163.0,3.0,27.0,161.0,141.0,19.0,0.0,0.0,0.0,1.0,4.0,0.0,77.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5776397515528,11.642857142857142,5.962962962962963,0.11801242236024845,0.018072289156626505,0.0,0.0,0.0
1661,AUDL 2016,Pat Shriwise,Madison Radicals,14.0,186.0,0.0,22.0,178.0,172.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.62921348314607,13.285714285714286,8.090909090909092,0.02247191011235955,0.0,0.0,0.0,0.0
1662,AUDL 2016,Patrick Baylis,San Francisco FlameThrowers,8.0,177.0,0.0,12.0,233.0,217.0,12.0,4.0,0.0,0.0,0.0,10.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.13304721030042,22.125,19.416666666666668,0.05150214592274678,0.0,0.0,0.0,0.0
1666,AUDL 2016,Paul Lally,Nashville NightWatch,20.0,167.0,4.0,23.0,157.0,136.0,18.0,3.0,0.0,0.0,0.0,8.0,0.0,104.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.62420382165605,8.35,6.826086956521739,0.11464968152866242,0.023391812865497075,0.0,0.0,0.0
1668,AUDL 2016,Paul Renaud,Ottawa Outlaws,13.0,92.0,8.0,10.0,81.0,76.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.82716049382715,7.076923076923077,8.1,0.04938271604938271,0.08,0.0,0.0,0.0
1669,AUDL 2016,Paul Starkel,Austin Sol,4.0,150.0,1.0,13.0,194.0,182.0,11.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.81443298969072,37.5,14.923076923076923,0.05670103092783505,0.006622516556291391,0.0,0.0,0.0
1670,AUDL 2016,Paul Weeks,Charlotte Express,8.0,232.0,1.0,15.0,292.0,256.0,27.0,8.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.67123287671232,29.0,19.466666666666665,0.09246575342465753,0.004291845493562232,0.0,0.0,0.0
1671,AUDL 2016,Percy Stogdon,Chicago Wildfire,18.0,139.0,1.0,12.0,125.0,103.0,21.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.39999999999999,7.722222222222222,10.416666666666666,0.168,0.007142857142857143,0.0,0.0,0.0
1673,AUDL 2016,Peter Carleton,Indianapolis AlleyCats,6.0,85.0,2.0,20.0,110.0,96.0,12.0,1.0,0.0,0.0,1.0,6.0,0.0,83.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.27272727272727,14.166666666666666,5.5,0.10909090909090909,0.022988505747126436,0.0,0.0,0.0
1674,AUDL 2016,Peter Graffy,Madison Radicals,29.0,216.0,1.0,37.0,252.0,218.0,23.0,11.0,0.0,0.0,0.0,42.0,0.0,298.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.5079365079365,7.448275862068965,6.8108108108108105,0.09126984126984126,0.004608294930875576,0.0,0.0,0.0
1676,AUDL 2016,Peter Yu,Vancouver Riptide,3.0,164.0,1.0,11.0,206.0,183.0,19.0,4.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.83495145631069,54.666666666666664,18.727272727272727,0.09223300970873786,0.006060606060606061,0.0,0.0,0.0
1679,AUDL 2016,Phil Murray,Seattle Cascades,20.0,101.0,4.0,24.0,112.0,94.0,17.0,1.0,0.0,0.0,0.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.92857142857143,5.05,4.666666666666667,0.15178571428571427,0.0380952380952381,0.0,0.0,0.0
1680,AUDL 2016,Philippe Thivierge,Montreal Royal,2.0,59.0,2.0,4.0,83.0,71.0,8.0,4.0,13.0,0.0,0.0,6.0,0.0,31.0,1.0,12.0,12.0,202.89999999999998,103.6,117.8,1005.5,1005.5,85.54216867469879,29.5,20.75,0.0963855421686747,0.03278688524590164,15.607692307692306,83.79166666666667,83.79166666666667
1681,AUDL 2016,Phillip Dougherty,Nashville NightWatch,4.0,50.0,3.0,4.0,52.0,44.0,6.0,2.0,0.0,0.0,0.0,9.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.61538461538461,12.5,13.0,0.11538461538461539,0.05660377358490566,0.0,0.0,0.0
1682,AUDL 2016,Player Pierce,Nashville NightWatch,4.0,213.0,1.0,22.0,262.0,231.0,24.0,6.0,0.0,0.0,1.0,11.0,0.0,124.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.16793893129771,53.25,11.909090909090908,0.0916030534351145,0.004672897196261682,0.0,0.0,0.0
1683,AUDL 2016,Ray Davenport,Nashville NightWatch,19.0,195.0,5.0,27.0,176.0,160.0,15.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9090909090909,10.263157894736842,6.518518518518518,0.08522727272727272,0.025,0.0,0.0,0.0
1684,AUDL 2016,Raynald Nemours,Montreal Royal,7.0,181.0,1.0,11.0,210.0,193.0,14.0,3.0,82.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,1109.8000000000002,608.4000000000001,536.9000000000002,0.0,0.0,91.9047619047619,25.857142857142858,19.09090909090909,0.06666666666666667,0.005494505494505495,13.534146341463417,0.0,0.0
1686,AUDL 2016,Reid Koss,Seattle Cascades,8.0,135.0,4.0,31.0,166.0,145.0,19.0,2.0,0.0,0.0,0.0,10.0,0.0,113.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.34939759036145,16.875,5.354838709677419,0.1144578313253012,0.02877697841726619,0.0,0.0,0.0
1688,AUDL 2016,Richard Tam,Vancouver Riptide,4.0,84.0,0.0,4.0,119.0,110.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.43697478991596,21.0,29.75,0.06722689075630252,0.0,0.0,0.0,0.0
1689,AUDL 2016,Rick Gross,Indianapolis AlleyCats,32.0,183.0,4.0,28.0,173.0,155.0,12.0,5.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.59537572254335,5.71875,6.178571428571429,0.06936416184971098,0.0213903743315508,0.0,0.0,0.0
1695,AUDL 2016,Robert Cahill,San Francisco FlameThrowers,10.0,362.0,1.0,32.0,419.0,376.0,37.0,5.0,0.0,1.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.73747016706443,36.2,13.09375,0.0883054892601432,0.0027548209366391185,0.0,0.0,0.0
1697,AUDL 2016,Robert Runner,Atlanta Hustle,5.0,153.0,1.0,14.0,247.0,219.0,21.0,6.0,0.0,0.0,1.0,10.0,0.0,131.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.66396761133603,30.6,17.642857142857142,0.08502024291497975,0.006493506493506494,0.0,0.0,0.0
1698,AUDL 2016,Rory Orloff,Austin Sol,23.0,184.0,2.0,16.0,236.0,209.0,22.0,5.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.5593220338983,8.0,14.75,0.09322033898305085,0.010752688172043012,0.0,0.0,0.0
1700,AUDL 2016,Ross Ward,New York Empire,10.0,62.0,1.0,5.0,53.0,43.0,9.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.13207547169812,6.2,10.6,0.16981132075471697,0.015873015873015872,0.0,0.0,0.0
1701,AUDL 2016,Rumi Tejpar,Toronto Rush,14.0,78.0,1.0,8.0,68.0,63.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.64705882352942,5.571428571428571,8.5,0.058823529411764705,0.012658227848101266,0.0,0.0,0.0
1703,AUDL 2016,Ruo Ye,New York Empire,8.0,74.0,1.0,4.0,93.0,84.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.32258064516128,9.25,23.25,0.08602150537634409,0.013333333333333334,0.0,0.0,0.0
1705,AUDL 2016,Russ Nicolls,Ottawa Outlaws,14.0,98.0,1.0,10.0,88.0,78.0,7.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.63636363636364,7.0,8.8,0.07954545454545454,0.010101010101010102,0.0,0.0,0.0
1706,AUDL 2016,Russell Howd,DC Breeze,8.0,65.0,0.0,6.0,83.0,73.0,9.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.95180722891565,8.125,13.833333333333334,0.10843373493975904,0.0,0.0,0.0,0.0
1707,AUDL 2016,Russell Wynne,San Francisco FlameThrowers,2.0,86.0,0.0,8.0,91.0,84.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.3076923076923,43.0,11.375,0.07692307692307693,0.0,0.0,0.0,0.0
1708,AUDL 2016,Rusty Ingold-Smith,Toronto Rush,5.0,73.0,0.0,8.0,77.0,71.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.20779220779221,14.6,9.625,0.06493506493506493,0.0,0.0,0.0,0.0
1710,AUDL 2016,Ryan Balch,Nashville NightWatch,2.0,110.0,2.0,6.0,169.0,153.0,13.0,3.0,0.0,0.0,0.0,6.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.53254437869822,55.0,28.166666666666668,0.07692307692307693,0.017857142857142856,0.0,0.0,0.0
1711,AUDL 2016,Ryan Bigley,Austin Sol,1.0,78.0,2.0,9.0,97.0,88.0,8.0,1.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.72164948453609,78.0,10.777777777777779,0.08247422680412371,0.025,0.0,0.0,0.0
1713,AUDL 2016,Ryan Drost,New York Empire,36.0,260.0,2.0,23.0,246.0,226.0,18.0,2.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.869918699187,7.222222222222222,10.695652173913043,0.07317073170731707,0.007633587786259542,0.0,0.0,0.0
1715,AUDL 2016,Ryan Forster,Philadelphia Phoenix,17.0,576.0,10.0,31.0,701.0,628.0,57.0,16.0,0.0,0.0,0.0,15.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.58630527817404,33.88235294117647,22.612903225806452,0.08131241084165478,0.017064846416382253,0.0,0.0,0.0
1716,AUDL 2016,Ryan Gorman,Cincinnati Revolution,21.0,330.0,2.0,25.0,480.0,458.0,18.0,4.0,0.0,0.0,0.0,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.41666666666667,15.714285714285714,19.2,0.0375,0.006024096385542169,0.0,0.0,0.0
1719,AUDL 2016,Ryan Mariouw,Detroit Mechanix,12.0,93.0,2.0,4.0,80.0,70.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,7.75,20.0,0.125,0.021052631578947368,0.0,0.0,0.0
1720,AUDL 2016,Ryan Purcell,Austin Sol,6.0,420.0,3.0,62.0,582.0,529.0,46.0,5.0,0.0,0.0,2.0,10.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.893470790378,70.0,9.387096774193548,0.07903780068728522,0.0070921985815602835,0.0,0.0,0.0
1721,AUDL 2016,Ryan Sitler,Raleigh Flyers,8.0,131.0,2.0,12.0,158.0,141.0,8.0,8.0,0.0,0.0,1.0,5.0,0.0,194.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.24050632911393,16.375,13.166666666666666,0.05063291139240506,0.015037593984962405,0.0,0.0,0.0
1722,AUDL 2016,Ryan Slaughter,San Diego Growlers,8.0,197.0,3.0,3.0,281.0,267.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.01779359430606,24.625,93.66666666666667,0.03558718861209965,0.015,0.0,0.0,0.0
1724,AUDL 2016,Ryan Werkmeister,Charlotte Express,9.0,93.0,2.0,6.0,105.0,96.0,8.0,0.0,0.0,1.0,0.0,7.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.42857142857143,10.333333333333334,17.5,0.0761904761904762,0.021052631578947368,0.0,0.0,0.0
1725,AUDL 2016,Sachin Raina,Toronto Rush,9.0,120.0,1.0,8.0,218.0,210.0,7.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3302752293578,13.333333333333334,27.25,0.03211009174311927,0.008264462809917356,0.0,0.0,0.0
1726,AUDL 2016,Sam Cooper,Charlotte Express,3.0,57.0,1.0,4.0,83.0,76.0,4.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.56626506024097,19.0,20.75,0.04819277108433735,0.017241379310344827,0.0,0.0,0.0
1727,AUDL 2016,Sam Gainer,Atlanta Hustle,40.0,330.0,4.0,33.0,300.0,272.0,25.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.66666666666666,8.25,9.090909090909092,0.08333333333333333,0.011976047904191617,0.0,0.0,0.0
1728,AUDL 2016,Sam Harkness,Seattle Cascades,7.0,55.0,2.0,10.0,63.0,55.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3015873015873,7.857142857142857,6.3,0.12698412698412698,0.03508771929824561,0.0,0.0,0.0
1729,AUDL 2016,Sam Hart,Seattle Cascades,18.0,81.0,1.0,7.0,68.0,64.0,2.0,2.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.11764705882352,4.5,9.714285714285714,0.029411764705882353,0.012195121951219513,0.0,0.0,0.0
1732,AUDL 2016,Sam Little,Atlanta Hustle,4.0,60.0,1.0,5.0,78.0,70.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.74358974358975,15.0,15.6,0.10256410256410256,0.01639344262295082,0.0,0.0,0.0
1736,AUDL 2016,Sam Sohn,Indianapolis AlleyCats,3.0,148.0,1.0,14.0,185.0,172.0,10.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.97297297297298,49.333333333333336,13.214285714285714,0.05405405405405406,0.006711409395973154,0.0,0.0,0.0
1737,AUDL 2016,Sam Swink,San Francisco FlameThrowers,11.0,202.0,0.0,5.0,278.0,266.0,11.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.68345323741008,18.363636363636363,55.6,0.039568345323741004,0.0,0.0,0.0,0.0
1738,AUDL 2016,Sam Taylor,New York Empire,4.0,143.0,1.0,7.0,186.0,171.0,15.0,0.0,0.0,0.0,0.0,14.0,0.0,141.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.93548387096774,35.75,26.571428571428573,0.08064516129032258,0.006944444444444444,0.0,0.0,0.0
1739,AUDL 2016,Sam VanDusen,Pittsburgh Thunderbirds,6.0,88.0,1.0,15.0,114.0,88.0,21.0,4.0,0.0,0.0,1.0,9.0,0.0,132.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.19298245614034,14.666666666666666,7.6,0.18421052631578946,0.011235955056179775,0.0,0.0,0.0
1740,AUDL 2016,Scott Richgels,Madison Radicals,15.0,97.0,5.0,13.0,98.0,89.0,8.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.81632653061224,6.466666666666667,7.538461538461538,0.08163265306122448,0.049019607843137254,0.0,0.0,0.0
1742,AUDL 2016,Scott Westwell,Ottawa Outlaws,15.0,143.0,5.0,10.0,188.0,168.0,16.0,4.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.36170212765957,9.533333333333333,18.8,0.0851063829787234,0.033783783783783786,0.0,0.0,0.0
1743,AUDL 2016,Sean Ham,San Jose Spiders,57.0,188.0,0.0,12.0,132.0,128.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.96969696969697,3.2982456140350878,11.0,0.030303030303030304,0.0,0.0,0.0,0.0
1744,AUDL 2016,Sean Keegan,New York Empire,13.0,353.0,0.0,28.0,427.0,387.0,34.0,4.0,0.0,1.0,1.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.63231850117096,27.153846153846153,15.25,0.07962529274004684,0.0,0.0,0.0,0.0
1747,AUDL 2016,Sean Newlin,Minnesota Wind Chill,13.0,111.0,3.0,9.0,101.0,84.0,12.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.16831683168317,8.538461538461538,11.222222222222221,0.1188118811881188,0.02631578947368421,0.0,0.0,0.0
1750,AUDL 2016,Seth Reinhardt,San Jose Spiders,12.0,72.0,1.0,5.0,62.0,57.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.93548387096774,6.0,12.4,0.08064516129032258,0.0136986301369863,0.0,0.0,0.0
1751,AUDL 2016,Shane Sisco,Charlotte Express,43.0,184.0,8.0,14.0,149.0,134.0,11.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.93288590604027,4.27906976744186,10.642857142857142,0.0738255033557047,0.041666666666666664,0.0,0.0,0.0
1753,AUDL 2016,Simon Ayotte,Montreal Royal,9.0,90.0,7.0,5.0,83.0,72.0,8.0,3.0,28.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,1.0,355.4,245.0,202.49999999999997,78.2,78.2,86.74698795180723,10.0,16.6,0.0963855421686747,0.07216494845360824,12.692857142857141,78.2,78.2
1755,AUDL 2016,Simon Higgins,San Francisco FlameThrowers,27.0,143.0,1.0,23.0,121.0,104.0,15.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.9504132231405,5.296296296296297,5.260869565217392,0.12396694214876033,0.006944444444444444,0.0,0.0,0.0
1756,AUDL 2016,Simon Montague,Seattle Cascades,6.0,202.0,2.0,22.0,259.0,228.0,26.0,4.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.03088803088804,33.666666666666664,11.772727272727273,0.10038610038610038,0.00980392156862745,0.0,0.0,0.0
1757,AUDL 2016,Sonny Zaccaro,San Francisco FlameThrowers,4.0,149.0,1.0,8.0,189.0,179.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.70899470899471,37.25,23.625,0.05291005291005291,0.006666666666666667,0.0,0.0,0.0
1758,AUDL 2016,Spencer Loscar,Indianapolis AlleyCats,8.0,68.0,2.0,8.0,68.0,58.0,9.0,1.0,0.0,0.0,0.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.29411764705883,8.5,8.5,0.1323529411764706,0.02857142857142857,0.0,0.0,0.0
1759,AUDL 2016,Spencer Wallis,Seattle Cascades,8.0,42.0,0.0,9.0,61.0,49.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.32786885245902,5.25,6.777777777777778,0.16393442622950818,0.0,0.0,0.0,0.0
