,Away Team,Away Team Score,Date Location,Home Team,Home Team Score,Matchup Link,Year,Date,Time,City,Week,UniversalGameID
216,Philadelphia Phoenix,21,"Sun, 5/18 7:00 PM CDT DC",DC Breeze,25,/league/game/2014-05-18-PHI-DC,2014,2014-05-18,7:00 PM CDT,DC,6,216
217,Rochester Dragons,14,"Sun, 5/18 7:00 PM CDT Montreal",Montreal Royal,27,/league/game/2014-05-18-ROC-MTL,2014,2014-05-18,7:00 PM CDT,Montreal,6,217
218,Salt Lake Lions,13,"Sun, 5/18 7:00 PM CDT Seattle",Seattle Cascades,26,/league/game/2014-05-18-SLC-SEA,2014,2014-05-18,7:00 PM CDT,Seattle,6,218
219,Madison Radicals,14,"Fri, 5/23 7:00 PM CDT Chicago",Chicago Wildfire,15,/league/game/2014-05-23-MAD-CHI,2014,2014-05-23,7:00 PM CDT,Chicago,7,219
220,DC Breeze,17,"Sat, 5/24 7:00 PM CDT Toronto",Toronto Rush,27,/league/game/2014-05-24-DC-TOR,2014,2014-05-24,7:00 PM CDT,Toronto,7,220
221,Montreal Royal,23,"Sat, 5/24 7:00 PM CDT Philadelphia",Philadelphia Phoenix,15,/league/game/2014-05-24-MTL-PHI,2014,2014-05-24,7:00 PM CDT,Philadelphia,7,221
222,Chicago Wildfire,12,"Sat, 5/24 7:00 PM CDT Madison",Madison Radicals,15,/league/game/2014-05-24-CHI-MAD,2014,2014-05-24,7:00 PM CDT,Madison,7,222
223,Minnesota Wind Chill,26,"Sat, 5/24 7:00 PM CDT Cincinnati",Cincinnati Revolution,25,/league/game/2014-05-24-MIN-CIN,2014,2014-05-24,7:00 PM CDT,Cincinnati,7,223
224,DC Breeze,26,"Sun, 5/25 7:00 PM CDT Rochester",Rochester Dragons,21,/league/game/2014-05-25-DC-ROC,2014,2014-05-25,7:00 PM CDT,Rochester,7,224
225,Vancouver Riptide,21,"Sun, 5/25 7:00 PM CDT Seattle",Seattle Cascades,16,/league/game/2014-05-25-VAN-SEA,2014,2014-05-25,7:00 PM CDT,Seattle,7,225
226,DC Breeze,26,"Sun, 5/25 7:00 PM CDT Rochester",Rochester Dragons,21,/league/game/2014-05-25-DC-ROC,2014,2014-05-25,7:00 PM CDT,Rochester,7,226
227,Minnesota Wind Chill,29,"Sun, 5/25 7:00 PM CDT Detroit",Detroit Mechanix,18,/league/game/2014-05-25-MIN-DET,2014,2014-05-25,7:00 PM CDT,Detroit,7,227
228,Vancouver Riptide,25,"Sat, 5/31 7:00 PM CDT San Jose",San Jose Spiders,26,/league/game/2014-05-31-VAN-SJ,2014,2014-05-31,7:00 PM CDT,San Jose,8,232
229,Madison Radicals,29,"Sat, 5/31 7:00 PM CDT Cincinnati",Cincinnati Revolution,12,/league/game/2014-05-31-MAD-CIN,2014,2014-05-31,7:00 PM CDT,Cincinnati,8,231
230,Seattle Cascades,22,"Sat, 5/31 7:00 PM CDT Salt Lake",Salt Lake Lions,15,/league/game/2014-05-31-SEA-SLC,2014,2014-05-31,7:00 PM CDT,Salt Lake,8,230
231,Chicago Wildfire,31,"Sat, 5/31 7:00 PM CDT Detroit",Detroit Mechanix,17,/league/game/2014-05-31-CHI-DET,2014,2014-05-31,7:00 PM CDT,Detroit,8,228
232,Montreal Royal,20,"Sat, 5/31 7:00 PM CDT Toronto",Toronto Rush,25,/league/game/2014-05-31-MTL-TOR,2014,2014-05-31,7:00 PM CDT,Toronto,8,229
233,New York Empire,27,"Sun, 6/1 7:00 PM CDT Philadelphia",Philadelphia Phoenix,16,/league/game/2014-06-01-NY-PHI,2014,2014-06-01,7:00 PM CDT,Philadelphia,8,233
234,Vancouver Riptide,16,"Sun, 6/1 7:00 PM CDT San Francisco",San Francisco FlameThrowers,20,/league/game/2014-06-01-VAN-SF,2014,2014-06-01,7:00 PM CDT,San Francisco,8,234
235,Montreal Royal,22,"Sun, 6/1 7:00 PM CDT Rochester",Rochester Dragons,19,/league/game/2014-06-01-MTL-ROC,2014,2014-06-01,7:00 PM CDT,Rochester,8,235
236,Salt Lake Lions,9,"Sat, 6/7 7:00 PM CDT Vancouver",Vancouver Riptide,37,/league/game/2014-06-07-SLC-VAN,2014,2014-06-07,7:00 PM CDT,Vancouver,9,241
237,Detroit Mechanix,13,"Sat, 6/7 7:00 PM CDT Chicago",Chicago Wildfire,26,/league/game/2014-06-07-DET-CHI,2014,2014-06-07,7:00 PM CDT,Chicago,9,240
238,Madison Radicals,23,"Sat, 6/7 7:00 PM CDT Indianapolis",Indianapolis AlleyCats,12,/league/game/2014-06-07-MAD-IND,2014,2014-06-07,7:00 PM CDT,Indianapolis,9,239
239,Montreal Royal,16,"Sat, 6/7 7:00 PM CDT New York",New York Empire,24,/league/game/2014-06-07-MTL-NY,2014,2014-06-07,7:00 PM CDT,New York,9,237
240,San Francisco FlameThrowers,30,"Sat, 6/7 7:00 PM CDT San Jose",San Jose Spiders,33,/league/game/2014-06-07-SF-SJ,2014,2014-06-07,7:00 PM CDT,San Jose,9,236
241,Cincinnati Revolution,18,"Sat, 6/7 7:00 PM CDT Minnesota",Minnesota Wind Chill,30,/league/game/2014-06-07-CIN-MIN,2014,2014-06-07,7:00 PM CDT,Minnesota,9,238
242,Salt Lake Lions,11,"Sun, 6/8 7:00 PM CDT Seattle",Seattle Cascades,35,/league/game/2014-06-08-SLC-SEA,2014,2014-06-08,7:00 PM CDT,Seattle,9,242
243,Montreal Royal,24,"Sun, 6/8 7:00 PM CDT DC",DC Breeze,25,/league/game/2014-06-08-MTL-DC,2014,2014-06-08,7:00 PM CDT,DC,9,243
244,Rochester Dragons,18,"Sun, 6/8 7:00 PM CDT Toronto",Toronto Rush,38,/league/game/2014-06-08-ROC-TOR,2014,2014-06-08,7:00 PM CDT,Toronto,9,244
245,Cincinnati Revolution,15,"Sun, 6/8 7:00 PM CDT Madison",Madison Radicals,28,/league/game/2014-06-08-CIN-MAD,2014,2014-06-08,7:00 PM CDT,Madison,9,245
246,Indianapolis AlleyCats,27,"Sat, 6/14 7:00 PM CDT Detroit",Detroit Mechanix,19,/league/game/2014-06-14-IND-DET,2014,2014-06-14,7:00 PM CDT,Detroit,10,251
247,Toronto Rush,31,"Sat, 6/14 7:00 PM CDT Montreal",Montreal Royal,18,/league/game/2014-06-14-TOR-MTL,2014,2014-06-14,7:00 PM CDT,Montreal,10,249
248,Philadelphia Phoenix,17,"Sat, 6/14 7:00 PM CDT Rochester",Rochester Dragons,16,/league/game/2014-06-14-PHI-ROC,2014,2014-06-14,7:00 PM CDT,Rochester,10,250
249,New York Empire,26,"Sat, 6/14 7:00 PM CDT DC",DC Breeze,31,/league/game/2014-06-14-NY-DC,2014,2014-06-14,7:00 PM CDT,DC,10,247
250,Seattle Cascades,17,"Sat, 6/14 7:00 PM CDT San Francisco",San Francisco FlameThrowers,23,/league/game/2014-06-14-SEA-SF,2014,2014-06-14,7:00 PM CDT,San Francisco,10,246
251,Minnesota Wind Chill,15,"Sat, 6/14 7:00 PM CDT Madison",Madison Radicals,23,/league/game/2014-06-14-MIN-MAD,2014,2014-06-14,7:00 PM CDT,Madison,10,248
252,Philadelphia Phoenix,19,"Sun, 6/15 7:00 PM CDT Montreal",Montreal Royal,24,/league/game/2014-06-15-PHI-MTL,2014,2014-06-15,7:00 PM CDT,Montreal,10,252
253,Seattle Cascades,21,"Sun, 6/15 7:00 PM CDT San Jose",San Jose Spiders,24,/league/game/2014-06-15-SEA-SJ,2014,2014-06-15,7:00 PM CDT,San Jose,10,253
254,Chicago Wildfire,19,"Fri, 6/20 7:00 PM CDT Madison",Madison Radicals,24,/league/game/2014-06-20-CHI-MAD,2014,2014-06-20,7:00 PM CDT,Madison,11,254
255,Cincinnati Revolution,22,"Sat, 6/21 7:00 PM CDT Indianapolis",Indianapolis AlleyCats,23,/league/game/2014-06-21-CIN-IND,2014,2014-06-21,7:00 PM CDT,Indianapolis,11,260
256,San Francisco FlameThrowers,31,"Sat, 6/21 7:00 PM CDT Salt Lake",Salt Lake Lions,22,/league/game/2014-06-21-SF-SLC,2014,2014-06-21,7:00 PM CDT,Salt Lake,11,258
257,New York Empire,18,"Sat, 6/21 7:00 PM CDT Toronto",Toronto Rush,21,/league/game/2014-06-21-NY-TOR,2014,2014-06-21,7:00 PM CDT,Toronto,11,259
258,Chicago Wildfire,19,"Sat, 6/21 7:00 PM CDT Minnesota",Minnesota Wind Chill,22,/league/game/2014-06-21-CHI-MIN,2014,2014-06-21,7:00 PM CDT,Minnesota,11,256
259,San Jose Spiders,37,"Sat, 6/21 7:00 PM CDT Vancouver",Vancouver Riptide,25,/league/game/2014-06-21-SJ-VAN,2014,2014-06-21,7:00 PM CDT,Vancouver,11,255
260,Philadelphia Phoenix,19,"Sat, 6/21 7:00 PM CDT Montreal",Montreal Royal,31,/league/game/2014-06-21-PHI-MTL,2014,2014-06-21,7:00 PM CDT,Montreal,11,257
261,Philadelphia Phoenix,15,"Sun, 6/22 7:00 PM CDT Toronto",Toronto Rush,29,/league/game/2014-06-22-PHI-TOR,2014,2014-06-22,7:00 PM CDT,Toronto,11,261
262,San Jose Spiders,22,"Sun, 6/22 7:00 PM CDT Seattle",Seattle Cascades,14,/league/game/2014-06-22-SJ-SEA,2014,2014-06-22,7:00 PM CDT,Seattle,11,262
263,San Francisco FlameThrowers,33,"Sun, 6/22 7:00 PM CDT Salt Lake",Salt Lake Lions,25,/league/game/2014-06-22-SF-SLC,2014,2014-06-22,7:00 PM CDT,Salt Lake,11,263
264,New York Empire,25,"Sun, 6/22 7:00 PM CDT Rochester",Rochester Dragons,9,/league/game/2014-06-22-NY-ROC,2014,2014-06-22,7:00 PM CDT,Rochester,11,264
265,Detroit Mechanix,16,"Fri, 6/27 7:00 PM CDT Minnesota",Minnesota Wind Chill,42,/league/game/2014-06-27-DET-MIN,2014,2014-06-27,7:00 PM CDT,Minnesota,12,265
266,Cincinnati Revolution,15,"Fri, 6/27 7:00 PM CDT Indianapolis",Indianapolis AlleyCats,29,/league/game/2014-06-27-CIN-IND,2014,2014-06-27,7:00 PM CDT,Indianapolis,12,266
267,Detroit Mechanix,9,"Sat, 6/28 7:00 PM CDT Madison",Madison Radicals,28,/league/game/2014-06-28-DET-MAD,2014,2014-06-28,7:00 PM CDT,Madison,12,271
268,Vancouver Riptide,18,"Sat, 6/28 7:00 PM CDT San Francisco",San Francisco FlameThrowers,23,/league/game/2014-06-28-VAN-SF,2014,2014-06-28,7:00 PM CDT,San Francisco,12,272
269,Salt Lake Lions,12,"Sat, 6/28 7:00 PM CDT San Jose",San Jose Spiders,37,/league/game/2014-06-28-SLC-SJ,2014,2014-06-28,7:00 PM CDT,San Jose,12,270
270,Toronto Rush,29,"Sat, 6/28 7:00 PM CDT Rochester",Rochester Dragons,20,/league/game/2014-06-28-TOR-ROC,2014,2014-06-28,7:00 PM CDT,Rochester,12,267
271,DC Breeze,29,"Sat, 6/28 7:00 PM CDT Montreal",Montreal Royal,20,/league/game/2014-06-28-DC-MTL,2014,2014-06-28,7:00 PM CDT,Montreal,12,268
272,Cincinnati Revolution,11,"Sat, 6/28 7:00 PM CDT Chicago",Chicago Wildfire,21,/league/game/2014-06-28-CIN-CHI,2014,2014-06-28,7:00 PM CDT,Chicago,12,269
273,DC Breeze,13,"Sun, 6/29 7:00 PM CDT New York",New York Empire,21,/league/game/2014-06-29-DC-NY,2014,2014-06-29,7:00 PM CDT,New York,12,273
274,Seattle Cascades,26,"Sun, 6/29 7:00 PM CDT Vancouver",Vancouver Riptide,28,/league/game/2014-06-29-SEA-VAN,2014,2014-06-29,7:00 PM CDT,Vancouver,12,274
275,New York Empire,31,"Sat, 7/5 7:00 PM CDT DC",DC Breeze,23,/league/game/2014-07-05-NY-DC,2014,2014-07-05,7:00 PM CDT,DC,13,275
276,Detroit Mechanix,20,"Sat, 7/5 7:00 PM CDT Cincinnati",Cincinnati Revolution,24,/league/game/2014-07-05-DET-CIN,2014,2014-07-05,7:00 PM CDT,Cincinnati,13,276
277,Rochester Dragons,23,"Sat, 7/5 7:00 PM CDT Philadelphia",Philadelphia Phoenix,28,/league/game/2014-07-05-ROC-PHI,2014,2014-07-05,7:00 PM CDT,Philadelphia,13,277
278,Montreal Royal,20,"Sat, 7/5 7:00 PM CDT Toronto",Toronto Rush,19,/league/game/2014-07-05-MTL-TOR,2014,2014-07-05,7:00 PM CDT,Toronto,13,278
279,DC Breeze,25,"Sun, 7/6 7:00 PM CDT Philadelphia",Philadelphia Phoenix,20,/league/game/2014-07-06-DC-PHI,2014,2014-07-06,7:00 PM CDT,Philadelphia,13,279
280,Vancouver Riptide,21,"Sat, 7/12 7:00 PM CDT Seattle",Seattle Cascades,18,/league/game/2014-07-12-VAN-SEA,2014,2014-07-12,7:00 PM CDT,Seattle,14,280
281,DC Breeze,14,"Sat, 7/12 7:00 PM CDT New York",New York Empire,13,/league/game/2014-07-12-DC-NY,2014,2014-07-12,7:00 PM CDT,New York,14,281
282,Toronto Rush,24,"Sat, 7/12 7:00 PM CDT Philadelphia",Philadelphia Phoenix,18,/league/game/2014-07-12-TOR-PHI,2014,2014-07-12,7:00 PM CDT,Philadelphia,14,282
283,San Jose Spiders,23,"Sat, 7/12 7:00 PM CDT San Francisco",San Francisco FlameThrowers,17,/league/game/2014-07-12-SJ-SF,2014,2014-07-12,7:00 PM CDT,San Francisco,14,283
284,Indianapolis AlleyCats,15,"Sun, 7/13 7:00 PM CDT Minnesota",Minnesota Wind Chill,25,/league/game/2014-07-13-IND-MIN,2014,2014-07-13,7:00 PM CDT,Minnesota,14,284
285,San Francisco FlameThrowers,16,"Fri, 7/18 7:00 PM CDT San Jose",San Jose Spiders,26,/league/game/2014-07-18-SF-SJ,2014,2014-07-18,7:00 PM CDT,San Jose,15,285
286,DC Breeze,12,"Sat, 7/19 7:00 PM CDT Toronto",Toronto Rush,37,/league/game/2014-07-19-DC-TOR,2014,2014-07-19,7:00 PM CDT,Toronto,15,288
287,Indianapolis AlleyCats,16,"Sat, 7/19 7:00 PM CDT Madison",Madison Radicals,25,/league/game/2014-07-19-IND-MAD,2014,2014-07-19,7:00 PM CDT,Madison,15,287
288,Chicago Wildfire,17,"Sat, 7/19 7:00 PM CDT New York",New York Empire,22,/league/game/2014-07-19-CHI-NY,2014,2014-07-19,7:00 PM CDT,New York,15,286
289,Madison Radicals,20,"Sat, 7/26 7:00 PM CDT San Jose",San Jose Spiders,23,/league/game/2014-07-26-MAD-SJ,2014,2014-07-26,7:00 PM CDT,San Jose,16,289
290,New York Empire,16,"Sat, 7/26 7:00 PM CDT Toronto",Toronto Rush,31,/league/game/2014-07-26-NY-TOR,2014,2014-07-26,7:00 PM CDT,Toronto,16,290
291,San Jose Spiders,28,"Sun, 7/27 7:00 PM CDT Toronto",Toronto Rush,18,/league/game/2014-07-27-SJ-TOR,2014,2014-07-27,7:00 PM CDT,Toronto,16,291
292,Seattle Cascades,29,"Sat, 4/11 7:30 PM PDT LA",Los Angeles Aviators,20,/league/game/2015-04-11-SEA-LA,2015,2015-04-11,7:30 PM PDT,LA,1,297
293,Detroit Mechanix,17,"Sat, 4/11 7:30 PM EDT Cincinnati",Cincinnati Revolution,25,/league/game/2015-04-11-DET-CIN,2015,2015-04-11,7:30 PM EDT,Cincinnati,1,295
294,Pittsburgh Thunderbirds,28,"Sat, 4/11 7:30 PM EDT Indianapolis",Indianapolis AlleyCats,20,/league/game/2015-04-11-PIT-IND,2015,2015-04-11,7:30 PM EDT,Indianapolis,1,296
295,Toronto Rush,37,"Sat, 4/11 6:30 PM EDT DC",DC Breeze,17,/league/game/2015-04-11-TOR-DC,2015,2015-04-11,6:30 PM EDT,DC,1,293
296,Vancouver Riptide,25,"Sat, 4/11 6:00 PM PDT San Francisco",San Francisco FlameThrowers,26,/league/game/2015-04-11-VAN-SF,2015,2015-04-11,6:00 PM PDT,San Francisco,1,292
297,Atlanta Hustle,22,"Sat, 4/11 7:00 PM EDT Raleigh",Raleigh Flyers,29,/league/game/2015-04-11-ATL-RAL,2015,2015-04-11,7:00 PM EDT,Raleigh,1,294
298,Montreal Royal,20,"Sun, 4/12 12:00 PM EDT New York",New York Empire,22,/league/game/2015-04-12-MTL-NY,2015,2015-04-12,12:00 PM EDT,New York,1,298
299,Atlanta Hustle,27,"Sun, 4/12 1:00 PM EDT Charlotte",Charlotte Express,25,/league/game/2015-04-12-ATL-CHA,2015,2015-04-12,1:00 PM EDT,Charlotte,1,299
300,Toronto Rush,26,"Sun, 4/12 1:00 PM EDT Philadelphia",Philadelphia Phoenix,21,/league/game/2015-04-12-TOR-PHI,2015,2015-04-12,1:00 PM EDT,Philadelphia,1,300
301,Seattle Cascades,26,"Sun, 4/12 1:00 PM PDT San Diego",San Diego Growlers,22,/league/game/2015-04-12-SEA-SD,2015,2015-04-12,1:00 PM PDT,San Diego,1,301
302,Vancouver Riptide,26,"Sun, 4/12 1:00 PM PDT San Jose",San Jose Spiders,32,/league/game/2015-04-12-VAN-SJ,2015,2015-04-12,1:00 PM PDT,San Jose,1,302
303,Madison Radicals,26,"Sat, 4/18 7:30 PM EDT Indianapolis",Indianapolis AlleyCats,18,/league/game/2015-04-18-MAD-IND,2015,2015-04-18,7:30 PM EDT,Indianapolis,2,308
304,Vancouver Riptide,21,"Sat, 4/18 7:30 PM PDT Seattle",Seattle Cascades,20,/league/game/2015-04-18-VAN-SEA,2015,2015-04-18,7:30 PM PDT,Seattle,2,309
305,Los Angeles Aviators,25,"Sat, 4/18 7:00 PM PDT San Diego",San Diego Growlers,23,/league/game/2015-04-18-LA-SD,2015,2015-04-18,7:00 PM PDT,San Diego,2,307
306,Ottawa Outlaws,19,"Sat, 4/18 6:30 PM EDT DC",DC Breeze,23,/league/game/2015-04-18-OTT-DC,2015,2015-04-18,6:30 PM EDT,DC,2,305
307,Atlanta Hustle,23,"Sat, 4/18 6:00 PM CDT Nashville",Nashville Nightwatch,17,/league/game/2015-04-18-ATL-NSH,2015,2015-04-18,6:00 PM CDT,Nashville,2,304
308,Tampa Bay Cannons,26,"Sat, 4/18 3:00 PM EDT Raleigh",Raleigh Flyers,33,/league/game/2015-04-18-JAX-RAL,2015,2015-04-18,3:00 PM EDT,Raleigh,2,303
309,San Francisco FlameThrowers,26,"Sat, 4/18 7:00 PM PDT San Jose",San Jose Spiders,29,/league/game/2015-04-18-SF-SJ,2015,2015-04-18,7:00 PM PDT,San Jose,2,306
310,Ottawa Outlaws,18,"Sun, 4/19 1:00 PM EDT Philadelphia",Philadelphia Phoenix,15,/league/game/2015-04-19-OTT-PHI,2015,2015-04-19,1:00 PM EDT,Philadelphia,2,310
311,Tampa Bay Cannons,21,"Sun, 4/19 1:00 PM EDT Charlotte",Charlotte Express,19,/league/game/2015-04-19-JAX-CHA,2015,2015-04-19,1:00 PM EDT,Charlotte,2,311
312,Madison Radicals,23,"Sun, 4/19 5:00 PM EDT Cincinnati",Cincinnati Revolution,9,/league/game/2015-04-19-MAD-CIN,2015,2015-04-19,5:00 PM EDT,Cincinnati,2,312
313,Cincinnati Revolution,9,"Fri, 4/24 7:30 PM EDT Indianapolis",Indianapolis AlleyCats,25,/league/game/2015-04-24-CIN-IND,2015,2015-04-24,7:30 PM EDT,Indianapolis,3,313
314,Detroit Mechanix,12,"Sat, 4/25 7:00 PM CDT Madison",Madison Radicals,35,/league/game/2015-04-25-DET-MAD,2015,2015-04-25,7:00 PM CDT,Madison,3,321
315,Minnesota Wind Chill,14,"Sat, 4/25 3:00 PM CDT Chicago",Chicago Wildfire,20,/league/game/2015-04-25-MIN-CHI,2015,2015-04-25,3:00 PM CDT,Chicago,3,314
316,Philadelphia Phoenix,17,"Sat, 4/25 5:00 PM EDT New York",New York Empire,27,/league/game/2015-04-25-PHI-NY,2015,2015-04-25,5:00 PM EDT,New York,3,315
317,Toronto Rush,23,"Sat, 4/25 5:00 PM EDT Ottawa",Ottawa Outlaws,19,/league/game/2015-04-25-TOR-OTT,2015,2015-04-25,5:00 PM EDT,Ottawa,3,316
318,Seattle Cascades,26,"Sat, 4/25 6:00 PM PDT Vancouver",Vancouver Riptide,22,/league/game/2015-04-25-SEA-VAN,2015,2015-04-25,6:00 PM PDT,Vancouver,3,317
319,San Diego Growlers,22,"Sat, 4/25 6:00 PM PDT San Francisco",San Francisco FlameThrowers,27,/league/game/2015-04-25-SD-SF,2015,2015-04-25,6:00 PM PDT,San Francisco,3,318
320,Tampa Bay Cannons,18,"Sat, 4/25 6:00 PM CDT Nashville",Nashville Nightwatch,20,/league/game/2015-04-25-JAX-NSH,2015,2015-04-25,6:00 PM CDT,Nashville,3,319
321,Cincinnati Revolution,16,"Sat, 4/25 7:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,30,/league/game/2015-04-25-CIN-PIT,2015,2015-04-25,7:00 PM EDT,Pittsburgh,3,320
322,Tampa Bay Cannons,20,"Sun, 4/26 5:30 PM EDT Atlanta",Atlanta Hustle,23,/league/game/2015-04-26-JAX-ATL,2015,2015-04-26,5:30 PM EDT,Atlanta,3,324
323,Toronto Rush,26,"Sun, 4/26 4:00 PM EDT Montreal",Montreal Royal,27,/league/game/2015-04-26-TOR-MTL,2015,2015-04-26,4:00 PM EDT,Montreal,3,323
324,San Diego Growlers,18,"Sun, 4/26 1:00 PM PDT San Jose",San Jose Spiders,31,/league/game/2015-04-26-SD-SJ,2015,2015-04-26,1:00 PM PDT,San Jose,3,322
325,Chicago Wildfire,22,"Fri, 5/1 7:30 PM EDT Indianapolis",Indianapolis AlleyCats,23,/league/game/2015-05-01-CHI-IND,2015,2015-05-01,7:30 PM EDT,Indianapolis,4,325
326,Indianapolis AlleyCats,30,"Sat, 5/2 7:00 PM EDT Detroit",Detroit Mechanix,16,/league/game/2015-05-02-IND-DET,2015,2015-05-02,7:00 PM EDT,Detroit,4,332
327,San Jose Spiders,23,"Sat, 5/2 7:00 PM PDT San Diego",San Diego Growlers,21,/league/game/2015-05-02-SJ-SD,2015,2015-05-02,7:00 PM PDT,San Diego,4,331
328,Indianapolis AlleyCats,30,"Sat, 5/2 7:00 PM EDT Detroit",Detroit Mechanix,16,/league/game/2015-05-02-IND-DET,2015,2015-05-02,7:00 PM EDT,Detroit,4,330
329,Chicago Wildfire,27,"Sat, 5/2 7:30 PM EDT Cincinnati",Cincinnati Revolution,18,/league/game/2015-05-02-CHI-CIN,2015,2015-05-02,7:30 PM EDT,Cincinnati,4,333
330,Montreal Royal,23,"Sat, 5/2 6:30 PM EDT Philadelphia",Philadelphia Phoenix,18,/league/game/2015-05-02-MTL-PHI,2015,2015-05-02,6:30 PM EDT,Philadelphia,4,328
331,Pittsburgh Thunderbirds,18,"Sat, 5/2 6:00 PM CDT Madison",Madison Radicals,24,/league/game/2015-05-02-PIT-MAD,2015,2015-05-02,6:00 PM CDT,Madison,4,327
332,Nashville Nightwatch,18,"Sat, 5/2 6:00 PM EDT Jacksonville",Tampa Bay Cannons,23,/league/game/2015-05-02-NSH-JAX,2015,2015-05-02,6:00 PM EDT,Jacksonville,4,326
333,Ottawa Outlaws,24,"Sat, 5/2 6:30 PM EDT Rochester",Rochester Dragons,18,/league/game/2015-05-02-OTT-ROC,2015,2015-05-02,6:30 PM EDT,Rochester,4,329
334,Ottawa Outlaws,17,"Sun, 5/3 12:00 PM EDT New York",New York Empire,24,/league/game/2015-05-03-OTT-NY,2015,2015-05-03,12:00 PM EDT,New York,4,334
335,San Jose Spiders,20,"Sun, 5/3 1:30 PM PDT LA",Los Angeles Aviators,19,/league/game/2015-05-03-SJ-LA,2015,2015-05-03,1:30 PM PDT,LA,4,335
336,Pittsburgh Thunderbirds,30,"Sun, 5/3 2:00 PM CDT Minnesota",Minnesota Wind Chill,17,/league/game/2015-05-03-PIT-MIN,2015,2015-05-03,2:00 PM CDT,Minnesota,4,336
337,Nashville Nightwatch,20,"Sun, 5/3 3:00 PM EDT Atlanta",Atlanta Hustle,30,/league/game/2015-05-03-NSH-ATL,2015,2015-05-03,3:00 PM EDT,Atlanta,4,337
338,Montreal Royal,21,"Sun, 5/3 4:30 PM EDT DC",DC Breeze,20,/league/game/2015-05-03-MTL-DC,2015,2015-05-03,4:30 PM EDT,DC,4,338
339,Indianapolis AlleyCats,27,"Fri, 5/8 8:00 PM EDT Cincinnati",Cincinnati Revolution,23,/league/game/2015-05-08-IND-CIN,2015,2015-05-08,8:00 PM EDT,Cincinnati,5,339
340,New York Empire,25,"Sat, 5/9 7:00 PM EDT Toronto",Toronto Rush,28,/league/game/2015-05-09-NY-TOR,2015,2015-05-09,7:00 PM EDT,Toronto,5,345
341,San Diego Growlers,21,"Sat, 5/9 7:30 PM PDT Seattle",Seattle Cascades,19,/league/game/2015-05-09-SD-SEA,2015,2015-05-09,7:30 PM PDT,Seattle,5,347
342,Indianapolis AlleyCats,22,"Sat, 5/9 7:30 PM CDT Chicago",Chicago Wildfire,24,/league/game/2015-05-09-IND-CHI,2015,2015-05-09,7:30 PM CDT,Chicago,5,346
343,Minnesota Wind Chill,22,"Sat, 5/9 7:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,28,/league/game/2015-05-09-MIN-PIT,2015,2015-05-09,7:00 PM EDT,Pittsburgh,5,344
344,Charlotte Express,17,"Sat, 5/9 6:00 PM EDT Jacksonville",Tampa Bay Cannons,26,/league/game/2015-05-09-CHA-JAX,2015,2015-05-09,6:00 PM EDT,Jacksonville,5,341
345,San Jose Spiders,20,"Sat, 5/9 6:00 PM PDT San Francisco",San Francisco FlameThrowers,18,/league/game/2015-05-09-SJ-SF,2015,2015-05-09,6:00 PM PDT,San Francisco,5,342
346,Raleigh Flyers,28,"Sat, 5/9 6:00 PM EDT Atlanta",Atlanta Hustle,29,/league/game/2015-05-09-RAL-ATL,2015,2015-05-09,6:00 PM EDT,Atlanta,5,340
347,DC Breeze,30,"Sat, 5/9 6:30 PM EDT Philadelphia",Philadelphia Phoenix,29,/league/game/2015-05-09-DC-PHI,2015,2015-05-09,6:30 PM EDT,Philadelphia,5,343
348,San Diego Growlers,29,"Sun, 5/10 1:00 PM PDT Vancouver",Vancouver Riptide,27,/league/game/2015-05-10-SD-VAN,2015,2015-05-10,1:00 PM PDT,Vancouver,5,348
349,Seattle Cascades,17,"Sun, 5/10 1:30 PM PDT LA",Los Angeles Aviators,20,/league/game/2015-05-10-SEA-LA,2015,2015-05-10,1:30 PM PDT,LA,5,349
350,Raleigh Flyers,22,"Sun, 5/10 2:00 PM CDT Nashville",Nashville Nightwatch,21,/league/game/2015-05-10-RAL-NSH,2015,2015-05-10,2:00 PM CDT,Nashville,5,350
351,Minnesota Wind Chill,27,"Sun, 5/10 8:00 PM EDT Detroit",Detroit Mechanix,20,/league/game/2015-05-10-MIN-DET,2015,2015-05-10,8:00 PM EDT,Detroit,5,351
352,Chicago Wildfire,13,"Fri, 5/15 7:00 PM CDT Madison",Madison Radicals,16,/league/game/2015-05-15-CHI-MAD,2015,2015-05-15,7:00 PM CDT,Madison,6,352
353,San Francisco FlameThrowers,15,"Fri, 5/15 7:30 PM PDT San Jose",San Jose Spiders,20,/league/game/2015-05-15-SF-SJ,2015,2015-05-15,7:30 PM PDT,San Jose,6,353
354,Indianapolis AlleyCats,28,"Fri, 5/15 7:30 PM EDT Detroit",Detroit Mechanix,18,/league/game/2015-05-15-IND-DET,2015,2015-05-15,7:30 PM EDT,Detroit,6,354
355,Nashville Nightwatch,26,"Sat, 5/16 7:00 PM EDT Charlotte",Charlotte Express,29,/league/game/2015-05-16-NSH-CHA,2015,2015-05-16,7:00 PM EDT,Charlotte,6,361
356,Cincinnati Revolution,18,"Sat, 5/16 7:30 PM EDT Indianapolis",Indianapolis AlleyCats,27,/league/game/2015-05-16-CIN-IND,2015,2015-05-16,7:30 PM EDT,Indianapolis,6,363
